program_id,program_name,department_code,department_name,section,fund_type,fiscal_year,amount,positions,positions_temp,ceiling,allocation_type,category,subcategory,notes,fund_category,amount_millions,is_capital,pct_of_total,pct_of_dept,dept_rank,overall_rank,cost_per_position
BED150,HAWAII COMMUNITY DEVELOPMENT AUTHORITY,BED,"Department of Business, Economic Development, and Tourism",Operating,B,2026,2554972.0,12.0,1.0,,,Economic Development,,,Special Funds,2.554972,False,0.01,0.39,30,411,212914.0
BED150,HAWAII COMMUNITY DEVELOPMENT AUTHORITY,BED,"Department of Business, Economic Development, and Tourism",Capital Improvement,C,2026,38000000.0,12.0,1.0,,,Economic Development,,,General Obligation Bond Fund,38.0,True,0.16,5.77,6,93,3166667.0
BED160,HAWAII HOUSING FINANCE AND DEVELOPMENT CORPORATION,BED,"Department of Business, Economic Development, and Tourism",Capital Improvement,C,2026,100000000.0,71.0,48.0,,,Economic Development,,,General Obligation Bond Fund,100.0,True,0.43,15.18,2,41,1408451.0
BED160,HAWAII HOUSING FINANCE AND DEVELOPMENT CORPORATION,BED,"Department of Business, Economic Development, and Tourism",Operating,P,2026,3000000.0,71.0,48.0,,,Economic Development,,,Other Federal Funds,3.0,False,0.01,0.46,27,389,42254.0
BED160,HAWAII HOUSING FINANCE AND DEVELOPMENT CORPORATION,BED,"Department of Business, Economic Development, and Tourism",Operating,W,2026,16060058.0,71.0,48.0,,,Economic Development,,,Revolving Funds,16.060058,False,0.07,2.44,10,181,226198.0
BED160,HAWAII HOUSING FINANCE AND DEVELOPMENT CORPORATION,BED,"Department of Business, Economic Development, and Tourism",Operating,N,2026,3100000.0,,,,,Economic Development,,,Federal Funds,3.1,False,0.01,0.47,26,386,
BED170,AGRIBUSINESS DEVELOPMENT AND RESEARCH,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,4825616.0,13.5,0.0,,,Economic Development,,,General Funds,4.825616,False,0.02,0.73,19,320,357453.0
BED170,AGRIBUSINESS DEVELOPMENT AND RESEARCH,BED,"Department of Business, Economic Development, and Tourism",Operating,U,2026,82126.0,0.5,0.0,,,Economic Development,,,Interdepartmental Transfers,0.082126,False,0.0,0.01,46,597,164252.0
BED170,AGRIBUSINESS DEVELOPMENT AND RESEARCH,BED,"Department of Business, Economic Development, and Tourism",Operating,W,2026,16259661.0,8.0,6.0,,,Economic Development,,,Revolving Funds,16.259661,False,0.07,2.47,9,179,2032458.0
BED170,AGRIBUSINESS DEVELOPMENT AND RESEARCH,BED,"Department of Business, Economic Development, and Tourism",Capital Improvement,C,2026,111201000.0,8.0,6.0,,,Economic Development,,,General Obligation Bond Fund,111.201,True,0.48,16.88,1,38,13900125.0
BED180,SPECTATOR EVENTS & SHOWS -ALOHA STADIUM,BED,"Department of Business, Economic Development, and Tourism",Operating,B,2026,8772356.0,19.0,1.0,,,Culture and Recreation,,,Special Funds,8.772356,False,0.04,1.33,11,242,461703.0
BUF101,DEPARTMENTAL ADMINISTRATION AND BUDGET DIVISION,BUF,Department of Budget and Finance,Operating,A,2026,14051217.0,53.0,0.0,,,Government Operations,,,General Funds,14.051217,False,0.06,0.32,15,193,265117.0
BUF101,DEPARTMENTAL ADMINISTRATION AND BUDGET DIVISION,BUF,Department of Budget and Finance,Operating,B,2026,427305000.0,53.0,0.0,,,Government Operations,,,Special Funds,427.305,False,1.83,9.82,6,13,8062358.0
BUF103,VACATION PAYOUT - STATEWIDE,BUF,Department of Budget and Finance,Operating,A,2026,9700000.0,,,,,Government Operations,,,General Funds,9.7,False,0.04,0.22,17,228,
BUF115,FINANCIAL ADMINISTRATION,BUF,Department of Budget and Finance,Operating,T,2026,15957630.0,9.0,0.0,,,Government Operations,,,Trust Funds,15.95763,False,0.07,0.37,13,182,1773070.0
BUF115,FINANCIAL ADMINISTRATION,BUF,Department of Budget and Finance,Operating,A,2026,2870681.0,18.0,0.0,,,Government Operations,,,General Funds,2.870681,False,0.01,0.07,19,393,159482.0
BUF141,EMPLOYEES’ RETIREMENT SYSTEM,BUF,Department of Budget and Finance,Operating,X,2026,30773357.0,117.0,0.0,,,Government Operations,,,Other Funds,30.773357,False,0.13,0.71,12,105,263020.0
BUF143,HAWAII EMPLOYER UNION TRUST FUND,BUF,Department of Budget and Finance,Operating,T,2026,11193297.0,63.0,0.0,,,Government Operations,,,Trust Funds,11.193297,False,0.05,0.26,16,210,177671.0
BUF151,OFFICE OF THE PUBLIC DEFENDER,BUF,Department of Budget and Finance,Operating,A,2026,15137691.0,133.5,0.0,,,Individual Rights,,,General Funds,15.137691,False,0.06,0.35,14,188,113391.0
BUF721,DEBT SERVICE PAYMENTS - STATE,BUF,Department of Budget and Finance,Operating,A,2026,668429515.0,,,,,Government Operations,,,General Funds,668.429515,False,2.87,15.37,2,5,
BUF725,DEBT SERVICE PAYMENTS - DOE,BUF,Department of Budget and Finance,Operating,A,2026,446515250.0,,,,,Education,,,General Funds,446.51525,False,1.91,10.27,5,12,
BUF728,DEBT SERVICE PAYMENTS - UH,BUF,Department of Budget and Finance,Operating,A,2026,165254696.0,,,,,Education,,,General Funds,165.254696,False,0.71,3.8,9,30,
BUF741,RETIREMENT BENEFITS - STATE,BUF,Department of Budget and Finance,Operating,U,2026,4000000.0,,,,,Government Operations,,,Interdepartmental Transfers,4.0,False,0.02,0.09,18,351,
BUF741,RETIREMENT BENEFITS - STATE,BUF,Department of Budget and Finance,Operating,A,2026,512718644.0,,,,,Government Operations,,,General Funds,512.718644,False,2.2,11.79,4,10,
BUF745,RETIREMENT BENEFITS - DOE,BUF,Department of Budget and Finance,Operating,A,2026,552407076.0,,,,,Education,,,General Funds,552.407076,False,2.37,12.7,3,8,
BUF748,RETIREMENT BENEFITS - UH,BUF,Department of Budget and Finance,Operating,A,2026,219919128.0,,,,,Education,,,General Funds,219.919128,False,0.94,5.06,7,25,
BUF761,HEALTH PREMIUM PAYMENTS - STATE,BUF,Department of Budget and Finance,Operating,A,2026,158214808.0,,,,,Government Operations,,,General Funds,158.214808,False,0.68,3.64,10,32,
BUF762,HEALTH PREMIUM PAYMENT FOR ANNUAL REQUIRED CONTRIBUTION (ARC).,BUF,Department of Budget and Finance,Operating,A,2026,838506000.0,,,,,Government Operations,,,General Funds,838.506,False,3.6,19.28,1,4,
BUF765,HEALTH PREMIUM PAYMENTS - DOE,BUF,Department of Budget and Finance,Operating,A,2026,187755868.0,,,,,Education,,,General Funds,187.755868,False,0.81,4.32,8,28,
BUF768,HEALTH PREMIUM PAYMENTS - UH,BUF,Department of Budget and Finance,Operating,A,2026,68661870.0,,,,,Education,,,General Funds,68.66187,False,0.29,1.58,11,53,
CCA102,CABLE TELEVISION,CCA,Department of Commerce and Consumer Affairs,Operating,B,2026,2511181.0,6.0,0.0,,,Individual Rights,,,Special Funds,2.511181,False,0.01,2.11,11,412,418530.0
CCA103,"CONSUMER ADVOCATE FOR COMMUNICATION, UTILITIES, AND TRANSPORTATION SERVICES",CCA,Department of Commerce and Consumer Affairs,Operating,B,2026,4944320.0,25.0,0.0,,,Individual Rights,,,Special Funds,4.94432,False,0.02,4.15,8,316,197773.0
CCA104,FINANCIAL SERVICES REGULATION,CCA,Department of Commerce and Consumer Affairs,Operating,B,2026,6417109.0,43.0,0.0,,,Individual Rights,,,Special Funds,6.417109,False,0.03,5.39,7,286,149235.0
CCA104,FINANCIAL SERVICES REGULATION,CCA,Department of Commerce and Consumer Affairs,Operating,T,2026,301000.0,43.0,0.0,,,Individual Rights,,,Trust Funds,0.301,False,0.0,0.25,12,559,7000.0
CCA105,PROFESSIONAL AND VOCATIONAL LICENSING,CCA,Department of Commerce and Consumer Affairs,Operating,T,2026,2880256.0,12.0,4.0,,,Individual Rights,,,Trust Funds,2.880256,False,0.01,2.42,10,392,240021.0
CCA105,PROFESSIONAL AND VOCATIONAL LICENSING,CCA,Department of Commerce and Consumer Affairs,Operating,B,2026,9909730.0,83.0,11.0,,,Individual Rights,,,Special Funds,9.90973,False,0.04,8.32,5,227,119394.0
CCA106,INSURANCE REGULATORY SERVICES,CCA,Department of Commerce and Consumer Affairs,Operating,T,2026,201000.0,95.0,0.0,,,Individual Rights,,,Trust Funds,0.201,False,0.0,0.17,14,573,2116.0
CCA106,INSURANCE REGULATORY SERVICES,CCA,Department of Commerce and Consumer Affairs,Operating,B,2026,23746784.0,95.0,0.0,,,Individual Rights,,,Special Funds,23.746784,False,0.1,19.94,2,141,249966.0
CCA107,POST-SECONDARY EDUCATION AUTHORIZATION,CCA,Department of Commerce and Consumer Affairs,Operating,B,2026,249052.0,1.0,0.0,,,Individual Rights,,,Special Funds,0.249052,False,0.0,0.21,13,569,249052.0
CCA110,OFFICE OF CONSUMER PROTECTION,CCA,Department of Commerce and Consumer Affairs,Operating,B,2026,3833679.0,21.0,1.0,,,Individual Rights,,,Special Funds,3.833679,False,0.02,3.22,9,357,182556.0
CCA110,OFFICE OF CONSUMER PROTECTION,CCA,Department of Commerce and Consumer Affairs,Operating,T,2026,100681.0,21.0,1.0,,,Individual Rights,,,Trust Funds,0.100681,False,0.0,0.08,15,594,4794.0
CCA111,BUSINESS REGISTRATION AND SECURITIES REGULATION,CCA,Department of Commerce and Consumer Affairs,Operating,B,2026,10459932.0,77.0,0.0,,,Individual Rights,,,Special Funds,10.459932,False,0.04,8.78,4,220,135843.0
CCA112,REGULATED INDUSTRIES COMPLAINTS OFFICE,CCA,Department of Commerce and Consumer Affairs,Operating,B,2026,8930940.0,67.0,1.0,,,Individual Rights,,,Special Funds,8.93094,False,0.04,7.5,6,237,133298.0
CCA191,GENERAL SUPPORT,CCA,Department of Commerce and Consumer Affairs,Operating,B,2026,24860659.0,55.0,1.0,,,Individual Rights,,,Special Funds,24.860659,False,0.11,20.88,1,132,452012.0
CCA901,PUBLIC UTILITIES COMMISSION,CCA,Department of Commerce and Consumer Affairs,Operating,B,2026,19725310.0,69.0,0.0,,,Individual Rights,,,Special Funds,19.72531,False,0.08,16.57,3,162,285874.0
DEF110,AMELIORATION OF PHYSICAL DISASTERS,DEF,Department of Defense,Operating,P,2026,1430238.0,23.25,1.5,,,Public Safety,,,Other Federal Funds,1.430238,False,0.01,0.65,14,459,61516.0
DEF110,AMELIORATION OF PHYSICAL DISASTERS,DEF,Department of Defense,Operating,A,2026,10455364.0,101.25,1.0,,,Public Safety,,,General Funds,10.455364,False,0.04,4.77,6,221,103263.0
DEF110,AMELIORATION OF PHYSICAL DISASTERS,DEF,Department of Defense,Capital Improvement,C,2026,725000.0,23.25,1.5,,,Public Safety,,,General Obligation Bond Fund,0.725,True,0.0,0.33,16,519,31183.0
DEF112,SERVICES TO VETERANS,DEF,Department of Defense,Capital Improvement,P,2026,58000000.0,28.0,0.0,,,Human Services,,Investment Capital - single amount,Other Federal Funds,58.0,True,0.25,26.44,1,62,2071429.0
DEF112,SERVICES TO VETERANS,DEF,Department of Defense,Operating,A,2026,2066978.0,28.0,0.0,,,Human Services,,,General Funds,2.066978,False,0.01,0.94,13,431,73821.0
DEF112,SERVICES TO VETERANS,DEF,Department of Defense,Capital Improvement,C,2026,35000000.0,28.0,0.0,,,Human Services,,,General Obligation Bond Fund,35.0,True,0.15,15.96,3,96,1250000.0
DEF114,HAWAII NATIONAL GUARD YOUTH CHALLENGE ACADEMY,DEF,Department of Defense,Capital Improvement,C,2026,8000000.0,73.5,73.5,,,Education,,,General Obligation Bond Fund,8.0,True,0.03,3.65,7,249,108844.0
DEF114,HAWAII NATIONAL GUARD YOUTH CHALLENGE ACADEMY,DEF,Department of Defense,Operating,P,2026,6482477.0,73.5,73.5,,,Education,,,Other Federal Funds,6.482477,False,0.03,2.96,9,284,88197.0
DEF114,HAWAII NATIONAL GUARD YOUTH CHALLENGE ACADEMY,DEF,Department of Defense,Operating,A,2026,3885050.0,24.5,24.5,,,Education,,,General Funds,3.88505,False,0.02,1.77,11,355,158573.0
DEF116,HAWAII ARMY AND AIR NATIONAL GUARD,DEF,Department of Defense,Operating,A,2026,7081247.0,19.75,0.0,,,Public Safety,,,General Funds,7.081247,False,0.03,3.23,8,265,358544.0
DEF116,HAWAII ARMY AND AIR NATIONAL GUARD,DEF,Department of Defense,Operating,P,2026,40051745.0,119.25,20.0,,,Public Safety,,,Other Federal Funds,40.051745,False,0.17,18.26,2,88,335864.0
DEF116,HAWAII ARMY AND AIR NATIONAL GUARD,DEF,Department of Defense,Capital Improvement,P,2026,3223000.0,119.25,20.0,,,Public Safety,,Investment Capital - single amount,Other Federal Funds,3.223,True,0.01,1.47,12,382,27027.0
DEF116,HAWAII ARMY AND AIR NATIONAL GUARD,DEF,Department of Defense,Capital Improvement,C,2026,1173000.0,119.25,20.0,,,Public Safety,,,General Obligation Bond Fund,1.173,True,0.01,0.53,15,476,9836.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,AGS,Department of Accounting and General Services,Capital Improvement,P,2026,1500000.0,51.0,25.0,,,Public Safety,,Investment Capital,Other Federal Funds,1.5,True,0.01,0.31,40,458,29412.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,DEF,Department of Defense,Operating,N,2026,4156958.0,116.0,90.0,,,Public Safety,,,Federal Funds,4.156958,False,0.02,1.9,10,343,35836.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,DEF,Department of Defense,Operating,B,2026,500000.0,116.0,90.0,,,Public Safety,,,Special Funds,0.5,False,0.0,0.23,17,537,4310.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,DEF,Department of Defense,Operating,W,2026,500000.0,28.0,2.0,,,Public Safety,,,Revolving Funds,0.5,False,0.0,0.23,17,537,17857.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,AGS,Department of Accounting and General Services,Capital Improvement,C,2026,6500000.0,51.0,25.0,,,Public Safety,,,General Obligation Bond Fund,6.5,True,0.03,1.36,19,281,127451.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,DEF,Department of Defense,Operating,A,2026,14097375.0,116.0,90.0,,,Public Safety,,,General Funds,14.097375,False,0.06,6.43,5,192,121529.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,DEF,Department of Defense,Operating,P,2026,22497034.0,51.0,25.0,,,Public Safety,,,Other Federal Funds,22.497034,False,0.1,10.26,4,145,441118.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,A,2026,1301966939.0,13078.0,680.25,,,Education,,,General Funds,1301.966939,False,5.58,37.26,1,2,99554.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,B,2026,5251693.0,13078.0,680.25,,,Education,,,Special Funds,5.251693,False,0.02,0.15,24,308,402.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,N,2026,167203642.0,13078.0,680.25,,,Education,,,Federal Funds,167.203642,False,0.72,4.79,5,29,12785.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,T,2026,13390000.0,13078.0,680.25,,,Education,,,Trust Funds,13.39,False,0.06,0.38,17,196,1024.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,U,2026,7495605.0,13078.0,680.25,,,Education,,,Interdepartmental Transfers,7.495605,False,0.03,0.21,21,256,573.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,W,2026,3239686.0,689.25,680.25,,,Education,,,Revolving Funds,3.239686,False,0.01,0.09,29,381,4700.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Capital Improvement,C,2026,323300000.0,681.25,680.25,,,Education,,,General Obligation Bond Fund,323.3,True,1.39,9.25,4,17,474569.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,P,2026,21414657.0,681.25,680.25,,,Education,,,Other Federal Funds,21.414657,False,0.09,0.61,15,150,31434.0
EDN150,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,Department of Education,Operating,B,2026,250000.0,6576.75,1228.25,,,Education,,,Special Funds,0.25,False,0.0,0.01,40,568,38.0
EDN150,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,Department of Education,Operating,W,2026,11000000.0,47.0,33.0,,,Education,,,Revolving Funds,11.0,False,0.05,0.31,20,211,234043.0
EDN150,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,Department of Education,Operating,P,2026,5950000.0,47.0,33.0,,,Education,,,Other Federal Funds,5.95,False,0.03,0.17,23,292,126596.0
EDN150,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,Department of Education,Operating,A,2026,520838678.0,6576.75,1228.25,,,Education,,,General Funds,520.838678,False,2.23,14.91,2,9,79194.0
EDN150,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,Department of Education,Operating,N,2026,60084267.0,35.0,33.0,,,Education,,,Federal Funds,60.084267,False,0.26,1.72,9,59,1716693.0
EDN200,INSTRUCTIONAL SUPPORT,EDN,Department of Education,Operating,A,2026,92999004.0,505.0,48.0,,,Education,,,General Funds,92.999004,False,0.4,2.66,7,45,184156.0
EDN200,INSTRUCTIONAL SUPPORT,EDN,Department of Education,Operating,N,2026,500000.0,459.0,2.0,,,Education,,,Federal Funds,0.5,False,0.0,0.01,36,537,1089.0
EDN200,INSTRUCTIONAL SUPPORT,EDN,Department of Education,Operating,P,2026,273794.0,458.0,1.0,,,Education,,,Other Federal Funds,0.273794,False,0.0,0.01,39,563,598.0
EDN300,STATE ADMINISTRATION,EDN,Department of Education,Operating,A,2026,48692750.0,429.0,7.0,,,Education,,,General Funds,48.69275,False,0.21,1.39,11,74,113503.0
EDN300,STATE ADMINISTRATION,EDN,Department of Education,Operating,N,2026,112140.0,429.0,7.0,,,Education,,,Federal Funds,0.11214,False,0.0,0.0,43,589,261.0
EDN300,STATE ADMINISTRATION,EDN,Department of Education,Operating,P,2026,3807440.0,429.0,7.0,,,Education,,,Other Federal Funds,3.80744,False,0.02,0.11,27,358,8875.0
EDN400,SCHOOL SUPPORT,EDN,Department of Education,Operating,B,2026,44200920.0,16.0,5.0,,,Education,,,Special Funds,44.20092,False,0.19,1.27,13,83,2762558.0
EDN400,SCHOOL SUPPORT,EDN,Department of Education,Operating,N,2026,74600000.0,817.0,98.5,,,Education,,,Federal Funds,74.6,False,0.32,2.14,8,50,91310.0
EDN400,SCHOOL SUPPORT,EDN,Department of Education,Operating,R,2026,150000.0,817.0,98.5,,,Education,,,Private Contributions,0.15,False,0.0,0.0,41,583,184.0
EDN400,SCHOOL SUPPORT,EDN,Department of Education,Operating,W,2026,11597927.0,6.0,2.0,,,Education,,,Revolving Funds,11.597927,False,0.05,0.33,19,209,1932988.0
EDN400,SCHOOL SUPPORT,EDN,Department of Education,Operating,P,2026,1000000.0,6.0,2.0,,,Education,,,Other Federal Funds,1.0,False,0.0,0.03,35,491,166667.0
EDN400,SCHOOL SUPPORT,EDN,Department of Education,Operating,A,2026,425299069.0,854.5,5.0,,,Education,,,General Funds,425.299069,False,1.82,12.17,3,14,497717.0
EDN407,PUBLIC LIBRARIES,EDN,Department of Education,Operating,B,2026,4000000.0,566.5,0.0,,,Education,,,Special Funds,4.0,False,0.02,0.11,26,351,7061.0
EDN407,PUBLIC LIBRARIES,EDN,Department of Education,Operating,N,2026,2000000.0,566.5,0.0,,,Education,,,Federal Funds,2.0,False,0.01,0.06,31,438,3530.0
EDN407,PUBLIC LIBRARIES,EDN,Department of Education,Operating,A,2026,47850582.0,566.5,0.0,,,Education,,,General Funds,47.850582,False,0.21,1.37,12,78,84467.0
EDN407,PUBLIC LIBRARIES,AGS,Department of Accounting and General Services,Capital Improvement,C,2026,27000000.0,566.5,0.0,,,Education,,,General Obligation Bond Fund,27.0,True,0.12,5.66,4,117,47661.0
EDN450,SCHOOL FACILITIES AUTHORITY,EDN,Department of Education,Operating,A,2026,1731283.0,12.0,0.0,,,Education,,,General Funds,1.731283,False,0.01,0.05,33,448,144274.0
EDN450,SCHOOL FACILITIES AUTHORITY,EDN,Department of Education,Capital Improvement,C,2026,55000000.0,12.0,0.0,,,Education,,,General Obligation Bond Fund,55.0,True,0.24,1.57,10,64,4583333.0
EDN500,SCHOOL COMMUNITY SERVICES,EDN,Department of Education,Operating,B,2026,1633908.0,48.0,6.0,,,Education,,,Special Funds,1.633908,False,0.01,0.05,34,453,34040.0
EDN500,SCHOOL COMMUNITY SERVICES,EDN,Department of Education,Operating,A,2026,6296201.0,48.0,6.0,,,Education,,,General Funds,6.296201,False,0.03,0.18,22,288,131171.0
EDN500,SCHOOL COMMUNITY SERVICES,EDN,Department of Education,Operating,W,2026,23224665.0,44.0,2.0,,,Education,,,Revolving Funds,23.224665,False,0.1,0.66,14,143,527833.0
EDN500,SCHOOL COMMUNITY SERVICES,EDN,Department of Education,Operating,P,2026,300000.0,44.0,2.0,,,Education,,,Other Federal Funds,0.3,False,0.0,0.01,38,560,6818.0
EDN500,SCHOOL COMMUNITY SERVICES,EDN,Department of Education,Operating,N,2026,3266757.0,44.0,2.0,,,Education,,,Federal Funds,3.266757,False,0.01,0.09,28,379,74244.0
EDN600,CHARTER SCHOOLS,EDN,Department of Education,Operating,A,2026,159798565.0,,,,,Education,,,General Funds,159.798565,False,0.69,4.57,6,31,
EDN600,CHARTER SCHOOLS,EDN,Department of Education,Operating,N,2026,5042000.0,,,,,Education,,,Federal Funds,5.042,False,0.02,0.14,25,313,
EDN612,CHARTER SCHOOLS COMMISSION AND ADMINISTRATION,EDN,Department of Education,Operating,N,2026,1800000.0,6.88,0.0,,,Education,,,Federal Funds,1.8,False,0.01,0.05,32,447,261628.0
EDN612,CHARTER SCHOOLS COMMISSION AND ADMINISTRATION,EDN,Department of Education,Operating,A,2026,12554269.0,81.12,0.0,,,Education,,,General Funds,12.554269,False,0.05,0.36,18,201,154762.0
EDN700,EARLY LEARNING,EDN,Department of Education,Operating,P,2026,380000.0,283.0,2.0,,,Education,,,Other Federal Funds,0.38,False,0.0,0.01,37,552,1343.0
EDN700,EARLY LEARNING,EDN,Department of Education,Operating,N,2026,125628.0,282.0,1.0,,,Education,,,Federal Funds,0.125628,False,0.0,0.0,42,586,445.0
EDN700,EARLY LEARNING,EDN,Department of Education,Operating,A,2026,21305769.0,281.0,0.0,,,Education,,,General Funds,21.305769,False,0.09,0.61,16,152,75821.0
EDN700,EARLY LEARNING,EDN,Department of Education,Operating,B,2026,3000000.0,281.0,0.0,,,Education,,,Special Funds,3.0,False,0.01,0.09,30,389,10676.0
GOV100,OFFICE OF THE GOVERNOR,GOV,Office of the Governor,Operating,A,2026,4701872.0,47.0,23.0,,,Government Operations,,,General Funds,4.701872,False,0.02,100.0,1,324,100040.0
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,Department of Hawaiian Home Lands,Operating,B,2026,101866373.0,,,,,Human Services,,,Special Funds,101.866373,False,0.44,55.02,1,40,
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,Department of Hawaiian Home Lands,Operating,N,2026,24126731.0,12.0,8.0,,,Human Services,,,Federal Funds,24.126731,False,0.1,13.03,2,137,2010561.0
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,Department of Hawaiian Home Lands,Operating,P,2026,393600.0,7.0,3.0,,,Human Services,,,Other Federal Funds,0.3936,False,0.0,0.21,8,550,56229.0
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,Department of Hawaiian Home Lands,Operating,W,2026,7000000.0,12.0,8.0,,,Human Services,,,Revolving Funds,7.0,False,0.03,3.78,6,269,583333.0
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,Department of Hawaiian Home Lands,Capital Improvement,C,2026,20000000.0,7.0,3.0,,,Human Services,,,General Obligation Bond Fund,20.0,True,0.09,10.8,3,159,2857143.0
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,Department of Hawaiian Home Lands,Operating,T,2026,3740534.0,12.0,8.0,,,Human Services,,,Trust Funds,3.740534,False,0.02,2.02,7,362,311711.0
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,Department of Hawaiian Home Lands,Operating,A,2026,10000000.0,,,,,Human Services,,,General Funds,10.0,False,0.04,5.4,5,224,
HHL625,ADMINISTRATION AND OPERATING SUPPORT,HHL,Department of Hawaiian Home Lands,Operating,A,2026,18032234.0,200.0,0.0,,,Human Services,,,General Funds,18.032234,False,0.08,9.74,4,169,90161.0
HMS202,"AGED, BLIND AND DISABLED PAYMENTS",HMS,Department of Human Services,Operating,A,2026,4029480.0,,,,,Human Services,,,General Funds,4.02948,False,0.02,0.08,45,349,
HMS204,GENERAL ASSISTANCE PAYMENTS,HMS,Department of Human Services,Operating,A,2026,23889056.0,,,,,Human Services,,,General Funds,23.889056,False,0.1,0.5,22,139,
HMS204,GENERAL ASSISTANCE PAYMENTS,HMS,Department of Human Services,Operating,B,2026,3000000.0,,,,,Human Services,,,Special Funds,3.0,False,0.01,0.06,47,389,
HMS206,FEDERAL ASSISTANCE PAYMENTS,HMS,Department of Human Services,Operating,N,2026,8345024.0,,,,,Human Services,,,Federal Funds,8.345024,False,0.04,0.17,37,246,
HMS211,CASH SUPPORT FOR FAMILIES - SELF-SUFFICIENCY,HMS,Department of Human Services,Operating,A,2026,26715965.0,,,,,Human Services,,,General Funds,26.715965,False,0.11,0.56,19,120,
HMS211,CASH SUPPORT FOR FAMILIES - SELF-SUFFICIENCY,HMS,Department of Human Services,Operating,N,2026,44000000.0,,,,,Human Services,,,Federal Funds,44.0,False,0.19,0.92,14,84,
HMS220,RENTAL HOUSING SERVICES,HMS,Department of Human Services,Operating,A,2026,4694409.0,5.0,0.0,,,Human Services,,,General Funds,4.694409,False,0.02,0.1,43,326,938882.0
HMS220,RENTAL HOUSING SERVICES,HMS,Department of Human Services,Operating,N,2026,106838200.0,195.5,4.5,,,Human Services,,,Federal Funds,106.8382,False,0.46,2.22,4,39,546487.0
HMS220,RENTAL HOUSING SERVICES,HMS,Department of Human Services,Operating,W,2026,5134715.0,21.5,4.5,,,Human Services,,,Revolving Funds,5.134715,False,0.02,0.11,41,311,238824.0
HMS220,RENTAL HOUSING SERVICES,BED,"Department of Business, Economic Development, and Tourism",Capital Improvement,C,2026,68000000.0,21.5,4.5,,,Human Services,,,General Obligation Bond Fund,68.0,True,0.29,10.32,4,54,3162791.0
HMS222,RENTAL ASSISTANCE SERVICES,HMS,Department of Human Services,Operating,A,2026,1557121.0,1.0,0.0,,,Human Services,,,General Funds,1.557121,False,0.01,0.03,52,456,1557121.0
HMS222,RENTAL ASSISTANCE SERVICES,HMS,Department of Human Services,Operating,N,2026,73368975.0,35.0,1.0,,,Human Services,,,Federal Funds,73.368975,False,0.31,1.53,7,51,2096256.0
HMS224,HOMELESS SERVICES,HMS,Department of Human Services,Operating,N,2026,814000.0,11.0,0.0,,,Human Services,,,Federal Funds,0.814,False,0.0,0.02,57,509,74000.0
HMS224,HOMELESS SERVICES,HMS,Department of Human Services,Operating,A,2026,27931773.0,11.0,0.0,,,Human Services,,,General Funds,27.931773,False,0.12,0.58,17,114,2539252.0
HMS229,HAWAII PUBLIC HOUSING AUTHORITY ADMINISTRATION,HMS,Department of Human Services,Operating,W,2026,17416598.0,166.0,47.0,,,Human Services,,,Revolving Funds,17.416598,False,0.07,0.36,28,175,104919.0
HMS229,HAWAII PUBLIC HOUSING AUTHORITY ADMINISTRATION,HMS,Department of Human Services,Operating,N,2026,27864996.0,5.0,3.0,,,Human Services,,,Federal Funds,27.864996,False,0.12,0.58,18,115,5572999.0
