program_id,program_name,department_code,department_name,section,fund_type,fiscal_year,amount,positions,positions_temp,ceiling,allocation_type,category,subcategory,notes,fund_category,amount_millions,is_capital,pct_of_total,pct_of_dept,dept_rank,overall_rank,cost_per_position
AGR151,QUALITY AND PRICE ASSURANCE,AGR,Department of Agriculture and Biosecurity,Operating,A,2026,1826443.0,23.5,0.0,,,Economic Development,,,General Funds,1.826443,False,0.01,2.26,15,444,77721.0
AGR153,AQUACULTURE DEVELOPMENT,AGR,Department of Agriculture and Biosecurity,Operating,B,2026,125000.0,7.0,0.0,,,Economic Development,,,Special Funds,0.125,False,0.0,0.15,28,587,17857.0
AGR153,AQUACULTURE DEVELOPMENT,AGR,Department of Agriculture and Biosecurity,Operating,A,2026,978519.0,7.0,0.0,,,Economic Development,,,General Funds,0.978519,False,0.0,1.21,17,495,139788.0
AGR171,AGRICULTURAL DEVELOPMENT AND MARKETING,AGR,Department of Agriculture and Biosecurity,Operating,A,2026,1109694.0,11.0,0.0,,,Economic Development,,,General Funds,1.109694,False,0.0,1.37,16,480,100881.0
AGR171,AGRICULTURAL DEVELOPMENT AND MARKETING,AGR,Department of Agriculture and Biosecurity,Operating,B,2026,15000.0,11.0,0.0,,,Economic Development,,,Special Funds,0.015,False,0.0,0.02,33,606,1364.0
AGR171,AGRICULTURAL DEVELOPMENT AND MARKETING,AGR,Department of Agriculture and Biosecurity,Operating,N,2026,2051568.0,0.75,0.0,,,Economic Development,,,Federal Funds,2.051568,False,0.01,2.54,14,432,2735424.0
AGR171,AGRICULTURAL DEVELOPMENT AND MARKETING,AGR,Department of Agriculture and Biosecurity,Operating,P,2026,5289219.0,1.25,0.0,,,Economic Development,,,Other Federal Funds,5.289219,False,0.02,6.55,4,306,4231375.0
AGR192,GENERAL ADMINISTRATION FOR AGRICULTURE,AGS,Department of Accounting and General Services,Capital Improvement,C,2026,1900000.0,33.0,0.0,,,Economic Development,,,General Obligation Bond Fund,1.9,True,0.01,0.4,37,439,57576.0
AGR192,GENERAL ADMINISTRATION FOR AGRICULTURE,AGR,Department of Agriculture and Biosecurity,Operating,A,2026,5580886.0,33.0,0.0,,,Economic Development,,,General Funds,5.580886,False,0.02,6.91,2,298,169118.0
AGR812,MEASUREMENT STANDARDS,AGR,Department of Agriculture and Biosecurity,Operating,A,2026,746480.0,10.0,0.0,,,Individual Rights,,,General Funds,0.74648,False,0.0,0.92,19,516,74648.0
AGR846,PESTICIDES,AGR,Department of Agriculture and Biosecurity,Operating,W,2026,2598038.0,39.0,2.0,,,Environment,,,Revolving Funds,2.598038,False,0.01,3.22,13,405,66616.0
AGR846,PESTICIDES,AGR,Department of Agriculture and Biosecurity,Operating,P,2026,464629.0,3.0,1.0,,,Environment,,,Other Federal Funds,0.464629,False,0.0,0.58,21,540,154876.0
AGR846,PESTICIDES,AGR,Department of Agriculture and Biosecurity,Operating,A,2026,2729255.0,39.0,2.0,,,Environment,,,General Funds,2.729255,False,0.01,3.38,12,401,69981.0
AGS101,ACCOUNTING SYSTEM DEVELOPMENT AND MAINTENANCE,AGS,Department of Accounting and General Services,Operating,A,2026,10964409.0,22.0,0.0,,,Government Operations,,,General Funds,10.964409,False,0.05,2.3,11,213,498382.0
AGS102,EXPENDITURE EXAMINATION,AGS,Department of Accounting and General Services,Operating,A,2026,1628950.0,18.0,0.0,,,Government Operations,,,General Funds,1.62895,False,0.01,0.34,39,454,90497.0
AGS103,RECORDING AND REPORTING,AGS,Department of Accounting and General Services,Operating,A,2026,1386549.0,13.0,0.0,,,Government Operations,,,General Funds,1.386549,False,0.01,0.29,41,461,106658.0
AGS104,INTERNAL POST AUDIT,AGS,Department of Accounting and General Services,Operating,A,2026,1023968.0,10.0,3.0,,,Government Operations,,,General Funds,1.023968,False,0.0,0.21,45,489,102397.0
AGS105,ENFORCEMENT OF INFORMATION PRACTICES,AGS,Department of Accounting and General Services,Operating,A,2026,1258905.0,10.5,0.0,,,Individual Rights,,,General Funds,1.258905,False,0.01,0.26,42,468,119896.0
AGS111,ARCHIVES - RECORDS MANAGEMENT,AGS,Department of Accounting and General Services,Operating,A,2026,4383125.0,20.0,1.0,,,Government Operations,,,General Funds,4.383125,False,0.02,0.92,25,338,219156.0
AGS111,ARCHIVES - RECORDS MANAGEMENT,AGS,Department of Accounting and General Services,Operating,B,2026,521304.0,4.0,1.0,,,Government Operations,,,Special Funds,0.521304,False,0.0,0.11,48,532,130326.0
AGS131,ENTERPRISE TECHNOLOGY SERVICES,AGS,Department of Accounting and General Services,Operating,B,2026,2578244.0,13.0,1.0,,,Government Operations,,,Special Funds,2.578244,False,0.01,0.54,33,408,198326.0
AGS131,ENTERPRISE TECHNOLOGY SERVICES,AGS,Department of Accounting and General Services,Operating,A,2026,51336206.0,138.0,0.0,,,Government Operations,,,General Funds,51.336206,False,0.22,10.77,2,68,372001.0
AGS131,ENTERPRISE TECHNOLOGY SERVICES,AGS,Department of Accounting and General Services,Operating,U,2026,6315295.0,34.0,1.0,,,Government Operations,,,Interdepartmental Transfers,6.315295,False,0.03,1.32,21,287,185744.0
AGS131,ENTERPRISE TECHNOLOGY SERVICES,AGS,Department of Accounting and General Services,Capital Improvement,C,2026,4000000.0,34.0,1.0,,,Government Operations,,,General Obligation Bond Fund,4.0,True,0.02,0.84,26,351,117647.0
AGS203,STATE RISK MANAGEMENT AND INSURANCE ADMINISTRATION,AGS,Department of Accounting and General Services,Operating,A,2026,26987995.0,,,,,Government Operations,,,General Funds,26.987995,False,0.12,5.66,5,118,
AGS203,STATE RISK MANAGEMENT AND INSURANCE ADMINISTRATION,AGS,Department of Accounting and General Services,Operating,W,2026,25701949.0,5.0,0.0,,,Government Operations,,,Revolving Funds,25.701949,False,0.11,5.39,7,127,5140390.0
AGS211,LAND SURVEY,AGS,Department of Accounting and General Services,Operating,A,2026,913342.0,10.0,0.0,,,Government Operations,,,General Funds,0.913342,False,0.0,0.19,46,501,91334.0
AGS211,LAND SURVEY,AGS,Department of Accounting and General Services,Operating,U,2026,285000.0,10.0,0.0,,,Government Operations,,,Interdepartmental Transfers,0.285,False,0.0,0.06,49,562,28500.0
AGS221,"PUBLIC WORKS - PLANNING, DESIGN, AND CONSTRUCTION",AGS,Department of Accounting and General Services,Capital Improvement,C,2026,24004000.0,91.0,0.0,,,Government Operations,,,General Obligation Bond Fund,24.004,True,0.1,5.03,8,138,263780.0
AGS221,"PUBLIC WORKS - PLANNING, DESIGN, AND CONSTRUCTION",AGS,Department of Accounting and General Services,Operating,A,2026,8105782.0,91.0,0.0,,,Government Operations,,,General Funds,8.105782,False,0.03,1.7,14,247,89075.0
AGS221,"PUBLIC WORKS - PLANNING, DESIGN, AND CONSTRUCTION",AGS,Department of Accounting and General Services,Operating,W,2026,4000000.0,91.0,0.0,,,Government Operations,,,Revolving Funds,4.0,False,0.02,0.84,26,351,43956.0
AGS223,OFFICE LEASING,AGS,Department of Accounting and General Services,Operating,U,2026,5500000.0,8.0,0.0,,,Government Operations,,,Interdepartmental Transfers,5.5,False,0.02,1.15,23,300,687500.0
AGS223,OFFICE LEASING,AGS,Department of Accounting and General Services,Operating,A,2026,7177674.0,8.0,0.0,,,Government Operations,,,General Funds,7.177674,False,0.03,1.51,16,260,897209.0
AGS231,CENTRAL SERVICES - CUSTODIAL SERVICES,AGS,Department of Accounting and General Services,Operating,A,2026,25792541.0,126.0,1.0,,,Government Operations,,,General Funds,25.792541,False,0.11,5.41,6,126,204703.0
AGS231,CENTRAL SERVICES - CUSTODIAL SERVICES,AGS,Department of Accounting and General Services,Operating,U,2026,1699084.0,126.0,1.0,,,Government Operations,,,Interdepartmental Transfers,1.699084,False,0.01,0.36,38,451,13485.0
AGS232,CENTRAL SERVICES - GROUNDS MAINTENANCE,AGS,Department of Accounting and General Services,Operating,A,2026,2669822.0,32.0,0.0,,,Government Operations,,,General Funds,2.669822,False,0.01,0.56,32,402,83432.0
AGS233,CENTRAL SERVICES - BUILDING REPAIRS AND ALTERATIONS,AGS,Department of Accounting and General Services,Operating,A,2026,3692561.0,33.0,0.0,,,Government Operations,,,General Funds,3.692561,False,0.02,0.77,28,366,111896.0
AGS234,CENTRAL SERVICES - CEMETERY MANAGEMENT OFFICE,AGS,Department of Accounting and General Services,Operating,A,2026,1088500.0,2.0,0.0,,,Government Operations,,,General Funds,1.0885,False,0.0,0.23,43,483,544250.0
AGS240,STATE PROCUREMENT,AGS,Department of Accounting and General Services,Operating,A,2026,2203297.0,26.0,1.0,,,Government Operations,,,General Funds,2.203297,False,0.01,0.46,35,426,84742.0
AGS244,SURPLUS PROPERTY MANAGEMENT,AGS,Department of Accounting and General Services,Operating,W,2026,2006599.0,5.0,0.0,,,Government Operations,,,Revolving Funds,2.006599,False,0.01,0.42,36,437,401320.0
AGS251,AUTOMOTIVE MANAGEMENT - MOTOR POOL,AGS,Department of Accounting and General Services,Operating,W,2026,3541577.0,13.0,0.0,,,Government Operations,,,Revolving Funds,3.541577,False,0.02,0.74,29,369,272429.0
AGS252,AUTOMOTIVE MANAGEMENT - PARKING CONTROL,AGS,Department of Accounting and General Services,Operating,W,2026,4563614.0,27.0,0.0,,,Government Operations,,,Revolving Funds,4.563614,False,0.02,0.96,24,332,169023.0
AGS807,"SCHOOL R&M, NEIGHBOR ISLAND DISTRICTS",AGS,Department of Accounting and General Services,Operating,A,2026,6973068.0,81.0,0.0,,,Education,,,General Funds,6.973068,False,0.03,1.46,18,270,86087.0
AGS807,"SCHOOL R&M, NEIGHBOR ISLAND DISTRICTS",AGS,Department of Accounting and General Services,Operating,U,2026,2346640.0,10.0,0.0,,,Education,,,Interdepartmental Transfers,2.34664,False,0.01,0.49,34,417,234664.0
AGS871,CAMPAIGN SPENDING COMMISSION,AGS,Department of Accounting and General Services,Operating,T,2026,1043732.0,7.0,0.0,,,Government Operations,,,Trust Funds,1.043732,False,0.0,0.22,44,487,149105.0
AGS871,CAMPAIGN SPENDING COMMISSION,AGS,Department of Accounting and General Services,Operating,A,2026,2757314.0,7.0,0.0,,,Government Operations,,,General Funds,2.757314,False,0.01,0.58,31,398,393902.0
AGS879,OFFICE OF ELECTIONS,AGS,Department of Accounting and General Services,Operating,N,2026,99694.0,1.5,1.0,,,Government Operations,,,Federal Funds,0.099694,False,0.0,0.02,50,596,66463.0
AGS879,OFFICE OF ELECTIONS,AGS,Department of Accounting and General Services,Operating,A,2026,6452228.0,19.5,3.0,,,Government Operations,,,General Funds,6.452228,False,0.03,1.35,20,285,330883.0
AGS881,STATE FOUNDATION ON CULTURE AND THE ARTS,AGS,Department of Accounting and General Services,Operating,A,2026,10435556.0,1.5,0.0,,,Culture and Recreation,,,General Funds,10.435556,False,0.04,2.19,12,222,6957037.0
AGS881,STATE FOUNDATION ON CULTURE AND THE ARTS,AGS,Department of Accounting and General Services,Operating,B,2026,3335150.0,1.5,0.0,,,Culture and Recreation,,,Special Funds,3.33515,False,0.01,0.7,30,378,2223433.0
AGS881,STATE FOUNDATION ON CULTURE AND THE ARTS,AGS,Department of Accounting and General Services,Capital Improvement,C,2026,8500000.0,1.5,0.0,,,Culture and Recreation,,,General Obligation Bond Fund,8.5,True,0.04,1.78,13,244,5666667.0
AGS881,STATE FOUNDATION ON CULTURE AND THE ARTS,AGS,Department of Accounting and General Services,Operating,N,2026,523074.0,1.5,0.0,,,Culture and Recreation,,,Federal Funds,0.523074,False,0.0,0.11,47,531,348716.0
AGS891,ENHANCED 911 BOARD,AGS,Department of Accounting and General Services,Operating,B,2026,14035349.0,2.0,0.0,,,Government Operations,,,Special Funds,14.035349,False,0.06,2.94,10,194,7017674.0
AGS901,GENERAL ADMINISTRATIVE SERVICES,AGS,Department of Accounting and General Services,Capital Improvement,C,2026,35000000.0,56.0,2.0,,,Government Operations,,,General Obligation Bond Fund,35.0,True,0.15,7.34,3,96,625000.0
AGS901,GENERAL ADMINISTRATIVE SERVICES,AGS,Department of Accounting and General Services,Operating,A,2026,5905937.0,56.0,2.0,,,Government Operations,,,General Funds,5.905937,False,0.03,1.24,22,293,105463.0
ATG100,LEGAL SERVICES,ATG,Department of the Attorney General,Operating,W,2026,3539882.0,7.6,2.0,,,Government Operations,,,Revolving Funds,3.539882,False,0.02,2.61,10,370,465774.0
ATG100,LEGAL SERVICES,ATG,Department of the Attorney General,Operating,B,2026,6484008.0,33.9,1.0,,,Government Operations,,,Special Funds,6.484008,False,0.03,4.79,5,283,191269.0
ATG100,LEGAL SERVICES,ATG,Department of the Attorney General,Operating,A,2026,47212444.0,340.41,18.67,,,Government Operations,,,General Funds,47.212444,False,0.2,34.85,1,79,138693.0
ATG100,LEGAL SERVICES,ATG,Department of the Attorney General,Operating,T,2026,4065177.0,6.23,5.23,,,Government Operations,,,Trust Funds,4.065177,False,0.02,3.0,9,346,652516.0
ATG100,LEGAL SERVICES,ATG,Department of the Attorney General,Operating,U,2026,21765719.0,128.7,17.1,,,Government Operations,,,Interdepartmental Transfers,21.765719,False,0.09,16.07,2,149,169120.0
ATG100,LEGAL SERVICES,ATG,Department of the Attorney General,Operating,N,2026,11641670.0,38.129999999999995,5.23,,,Government Operations,,,Federal Funds,11.64167,False,0.05,8.59,4,207,305315.0
ATG100,LEGAL SERVICES,ATG,Department of the Attorney General,Operating,P,2026,4890531.0,21.94,0.5,,,Government Operations,,,Other Federal Funds,4.890531,False,0.02,3.61,7,317,222905.0
ATG231,STATE CRIMINAL JUSTICE INFORMATION AND IDENTIFICATION,ATG,Department of the Attorney General,Operating,A,2026,2614592.0,23.5,0.0,,,Public Safety,,,General Funds,2.614592,False,0.01,1.93,11,404,111259.0
ATG231,STATE CRIMINAL JUSTICE INFORMATION AND IDENTIFICATION,ATG,Department of the Attorney General,Operating,P,2026,1204841.0,24.5,0.0,,,Public Safety,,,Other Federal Funds,1.204841,False,0.01,0.89,13,472,49177.0
ATG231,STATE CRIMINAL JUSTICE INFORMATION AND IDENTIFICATION,ATG,Department of the Attorney General,Operating,W,2026,4370515.0,24.5,0.0,,,Public Safety,,,Revolving Funds,4.370515,False,0.02,3.23,8,339,178388.0
ATG500,CHILD SUPPORT ENFORCEMENT SERVICES,ATG,Department of the Attorney General,Operating,P,2026,20006088.0,135.96,0.66,,,Human Services,,,Other Federal Funds,20.006088,False,0.09,14.77,3,158,147147.0
ATG500,CHILD SUPPORT ENFORCEMENT SERVICES,ATG,Department of the Attorney General,Operating,T,2026,2231224.0,70.04,0.34,,,Human Services,,,Trust Funds,2.231224,False,0.01,1.65,12,425,31856.0
ATG500,CHILD SUPPORT ENFORCEMENT SERVICES,ATG,Department of the Attorney General,Operating,A,2026,5448469.0,70.04,0.34,,,Human Services,,,General Funds,5.448469,False,0.02,4.02,6,301,77791.0
BED100,STRATEGIC MARKETING AND SUPPORT,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,3893040.0,11.0,1.0,,,Economic Development,,,General Funds,3.89304,False,0.02,0.59,22,354,353913.0
BED100,STRATEGIC MARKETING AND SUPPORT,BED,"Department of Business, Economic Development, and Tourism",Operating,W,2026,1823499.0,11.0,1.0,,,Economic Development,,,Revolving Funds,1.823499,False,0.01,0.28,35,445,165773.0
BED100,STRATEGIC MARKETING AND SUPPORT,BED,"Department of Business, Economic Development, and Tourism",Operating,P,2026,700000.0,11.0,1.0,,,Economic Development,,,Other Federal Funds,0.7,False,0.0,0.11,43,522,63636.0
BED101,OFFICE OF INTERNATIONAL AFFAIRS,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,400000.0,,,,,Economic Development,,,General Funds,0.4,False,0.0,0.06,45,548,
BED101,OFFICE OF INTERNATIONAL AFFAIRS,BED,"Department of Business, Economic Development, and Tourism",Capital Improvement,C,2026,5000000.0,,,,,Economic Development,,,General Obligation Bond Fund,5.0,True,0.02,0.76,18,314,
BED105,CREATIVE INDUSTRIES DIVISION,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,1885986.0,16.0,1.0,,,Economic Development,,,General Funds,1.885986,False,0.01,0.29,34,440,117874.0
BED105,CREATIVE INDUSTRIES DIVISION,BED,"Department of Business, Economic Development, and Tourism",Operating,B,2026,1080000.0,16.0,1.0,,,Economic Development,,,Special Funds,1.08,False,0.0,0.16,38,484,67500.0
BED107,FOREIGN TRADE ZONE,BED,"Department of Business, Economic Development, and Tourism",Operating,B,2026,2796043.0,16.0,0.0,,,Economic Development,,,Special Funds,2.796043,False,0.01,0.42,28,397,174753.0
BED113,HAWAII TOURISM AUTHORITY - ADMINISTRATION AND GOVERNANCE,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,3696660.0,14.0,0.0,,,Economic Development,,,General Funds,3.69666,False,0.02,0.56,25,365,264047.0
BED113,HAWAII TOURISM AUTHORITY - ADMINISTRATION AND GOVERNANCE,BED,"Department of Business, Economic Development, and Tourism",Capital Improvement,C,2026,36400000.0,14.0,0.0,,,Economic Development,,,General Obligation Bond Fund,36.4,True,0.16,5.53,7,95,2600000.0
BED113,HAWAII TOURISM AUTHORITY - ADMINISTRATION AND GOVERNANCE,BED,"Department of Business, Economic Development, and Tourism",Operating,B,2026,26977020.0,14.0,0.0,,,Economic Development,,,Special Funds,26.97702,False,0.12,4.1,8,119,1926930.0
BED114,HAWAII TOURISM AUTHORITY - BRANDING AND MARKETING,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,39249201.0,5.0,0.0,,,Economic Development,,,General Funds,39.249201,False,0.17,5.96,5,89,7849840.0
BED115,HAWAII TOURISM AUTHORITY – SPORTS AND SIGNATURE EVENTS,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,7318075.0,1.0,0.0,,,Economic Development,,,General Funds,7.318075,False,0.03,1.11,15,258,7318075.0
BED116,HAWAII TOURISM AUTHORITY – DESTINATION STEWARDSHIP AND COMMUNITY,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,7923883.0,7.0,0.0,,,Economic Development,,,General Funds,7.923883,False,0.03,1.2,13,251,1131983.0
BED117,HAWAII TOURISM AUTHORITY – REGENERATIVE TOURISM DEVELOPMENT,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,3762181.0,3.0,0.0,,,Economic Development,,,General Funds,3.762181,False,0.02,0.57,24,361,1254060.0
BED118,HAWAII TOURISM AUTHORITY – WORKFORCE DEVELOPMENT,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,1050000.0,,,,,Economic Development,,,General Funds,1.05,False,0.0,0.16,39,485,
BED120,HAWAII STATE ENERGY OFFICE,BED,"Department of Business, Economic Development, and Tourism",Operating,T,2026,7146250.0,26.0,25.0,,,Economic Development,,,Trust Funds,7.14625,False,0.03,1.08,16,261,274856.0
BED120,HAWAII STATE ENERGY OFFICE,BED,"Department of Business, Economic Development, and Tourism",Operating,B,2026,795000.0,26.0,25.0,,,Economic Development,,,Special Funds,0.795,False,0.0,0.12,42,512,30577.0
BED120,HAWAII STATE ENERGY OFFICE,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,2571816.0,26.0,25.0,,,Economic Development,,,General Funds,2.571816,False,0.01,0.39,29,410,98916.0
BED130,ECONOMIC PLANNING AND RESEARCH,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,5744533.0,23.46,5.0,,,Government Operations,,,General Funds,5.744533,False,0.02,0.87,17,296,244865.0
BED130,ECONOMIC PLANNING AND RESEARCH,BED,"Department of Business, Economic Development, and Tourism",Operating,P,2026,864351.0,13.04,5.0,,,Government Operations,,,Other Federal Funds,0.864351,False,0.0,0.13,41,505,66285.0
BED138,HAWAII GREEN INFRASTRUCTURE AUTHORITY,BED,"Department of Business, Economic Development, and Tourism",Operating,B,2026,86633318.0,7.25,7.25,,,Economic Development,,,Special Funds,86.633318,False,0.37,13.15,3,47,11949423.0
BED138,HAWAII GREEN INFRASTRUCTURE AUTHORITY,BED,"Department of Business, Economic Development, and Tourism",Operating,P,2026,444261.0,1.75,1.75,,,Economic Development,,,Other Federal Funds,0.444261,False,0.0,0.07,44,542,253863.0
BED142,GENERAL SUPPORT FOR ECONOMIC DEVELOPMENT,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,3802604.0,30.0,4.0,,,Economic Development,,,General Funds,3.802604,False,0.02,0.58,23,359,126753.0
BED143,HAWAII TECHNOLOGY DEVELOPMENT CORPORATION,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,4701795.0,12.0,4.0,,,Economic Development,,,General Funds,4.701795,False,0.02,0.71,20,325,391816.0
BED143,HAWAII TECHNOLOGY DEVELOPMENT CORPORATION,BED,"Department of Business, Economic Development, and Tourism",Operating,W,2026,2017203.0,12.0,4.0,,,Economic Development,,,Revolving Funds,2.017203,False,0.01,0.31,32,436,168100.0
BED143,HAWAII TECHNOLOGY DEVELOPMENT CORPORATION,BED,"Department of Business, Economic Development, and Tourism",Operating,P,2026,994214.0,18.0,10.0,,,Economic Development,,,Other Federal Funds,0.994214,False,0.0,0.15,40,493,55234.0
BED143,HAWAII TECHNOLOGY DEVELOPMENT CORPORATION,BED,"Department of Business, Economic Development, and Tourism",Operating,B,2026,1604258.0,12.0,4.0,,,Economic Development,,,Special Funds,1.604258,False,0.01,0.24,36,455,133688.0
BED144,STATEWIDE PLANNING AND COORDINATION,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,4580161.0,38.0,8.0,,,Government Operations,,,General Funds,4.580161,False,0.02,0.7,21,328,120531.0
BED144,STATEWIDE PLANNING AND COORDINATION,BED,"Department of Business, Economic Development, and Tourism",Operating,N,2026,2041871.0,35.0,5.0,,,Government Operations,,,Federal Funds,2.041871,False,0.01,0.31,31,434,58339.0
BED144,STATEWIDE PLANNING AND COORDINATION,BED,"Department of Business, Economic Development, and Tourism",Operating,W,2026,2000000.0,35.0,5.0,,,Government Operations,,,Revolving Funds,2.0,False,0.01,0.3,33,438,57143.0
BED144,STATEWIDE PLANNING AND COORDINATION,BED,"Department of Business, Economic Development, and Tourism",Capital Improvement,C,2026,7500000.0,35.0,5.0,,,Government Operations,,,General Obligation Bond Fund,7.5,True,0.03,1.14,14,255,214286.0
BED146,NATURAL ENERGY LABORATORY OF HAWAII AUTHORITY,BED,"Department of Business, Economic Development, and Tourism",Operating,B,2026,7929310.0,17.0,17.0,,,Economic Development,,,Special Funds,7.92931,False,0.03,1.2,12,250,466430.0
BED150,HAWAII COMMUNITY DEVELOPMENT AUTHORITY,BED,"Department of Business, Economic Development, and Tourism",Operating,A,2026,1526750.0,14.0,1.0,,,Economic Development,,,General Funds,1.52675,False,0.01,0.23,37,457,109054.0
