program_id,program_name,department_code,department_name,section,fund_type,fiscal_year,amount,positions,ceiling,allocation_type,category,subcategory,notes,fund_category,amount_millions,is_capital,pct_of_total,pct_of_dept,dept_rank,overall_rank,cost_per_position
HTH212,HAWAII HEALTH SYSTEMS CORPORATION –  REGIONS,HTH,Department of Health,Operating,B,2027,582286185.0,2337.85,,,Health,,,Special Funds,582.286185,False,2.66,25.03,1,7,249069.0
HTH212,HAWAII HEALTH SYSTEMS CORPORATION –  REGIONS,HTH,Department of Health,Capital Improvement,C,2027,53709000.0,2337.85,,,Health,,,General Obligation Bond Fund,53.709,True,0.24,2.31,11,58,22974.0
HTH213,ALII COMMUNITY CARE,HTH,Department of Health,Operating,B,2027,3500000.0,,,,Health,,,Special Funds,3.5,False,0.02,0.15,52,341,
HTH214,"MAUI HEALTH SYSTEM, A KFH LLC",HTH,Department of Health,Operating,A,2027,6000000.0,,,,Health,,,General Funds,6.0,False,0.03,0.26,40,262,
HTH214,"MAUI HEALTH SYSTEM, A KFH LLC",HTH,Department of Health,Capital Improvement,C,2027,6000000.0,,,,Health,,,General Obligation Bond Fund,6.0,True,0.03,0.26,40,262,
HTH215,HHSC - OAHU REGION,HTH,Department of Health,Operating,A,2027,14000000.0,,,,Health,,,General Funds,14.0,False,0.06,0.6,23,174,
HTH215,HHSC - OAHU REGION,HTH,Department of Health,Operating,B,2027,48400000.0,439.0,,,Health,,,Special Funds,48.4,False,0.22,2.08,13,66,110251.0
HTH215,HHSC - OAHU REGION,HTH,Department of Health,Capital Improvement,C,2027,5110000.0,439.0,,,Health,,,General Obligation Bond Fund,5.11,True,0.02,0.22,44,284,11640.0
HTH420,ADULT MENTAL HEALTH - OUTPATIENT,HTH,Department of Health,Operating,A,2027,93667271.0,343.0,,,Health,,,General Funds,93.667271,False,0.43,4.03,6,40,273082.0
HTH420,ADULT MENTAL HEALTH - OUTPATIENT,HTH,Department of Health,Operating,B,2027,11610000.0,343.0,,,Health,,,Special Funds,11.61,False,0.05,0.5,26,186,33848.0
HTH420,ADULT MENTAL HEALTH - OUTPATIENT,HTH,Department of Health,Operating,N,2027,2333370.0,343.0,,,Health,,,Federal Funds,2.33337,False,0.01,0.1,59,388,6803.0
HTH420,ADULT MENTAL HEALTH - OUTPATIENT,HTH,Department of Health,Operating,P,2027,137363.0,343.0,,,Health,,,Other Federal Funds,0.137363,False,0.0,0.01,88,555,400.0
HTH430,ADULT MENTAL HEALTH - INPATIENT,HTH,Department of Health,Operating,A,2027,134673554.0,853.0,,,Health,,,General Funds,134.673554,False,0.61,5.79,4,32,157882.0
HTH430,ADULT MENTAL HEALTH - INPATIENT,AGS,Department of Accounting & General Services,Capital Improvement,C,2027,16750000.0,853.0,,,Health,,,General Obligation Bond Fund,16.75,True,0.08,5.08,6,156,19637.0
HTH440,ALCOHOL AND DRUG ABUSE DIVISION,HTH,Department of Health,Operating,A,2027,20395713.0,29.0,,,Health,,,General Funds,20.395713,False,0.09,0.88,19,136,703300.0
HTH440,ALCOHOL AND DRUG ABUSE DIVISION,HTH,Department of Health,Operating,B,2027,750000.0,29.0,,,Health,,,Special Funds,0.75,False,0.0,0.03,69,487,25862.0
HTH440,ALCOHOL AND DRUG ABUSE DIVISION,HTH,Department of Health,Operating,N,2027,9038656.0,1.0,,,Health,,,Federal Funds,9.038656,False,0.04,0.39,32,210,9038656.0
HTH440,ALCOHOL AND DRUG ABUSE DIVISION,HTH,Department of Health,Operating,P,2027,6722746.0,1.0,,,Health,,,Other Federal Funds,6.722746,False,0.03,0.29,39,248,6722746.0
HTH460,CHILD AND ADOLESCENT MENTAL HEALTH,HTH,Department of Health,Operating,A,2027,63631355.0,159.5,,,Health,,,General Funds,63.631355,False,0.29,2.74,8,51,398943.0
HTH460,CHILD AND ADOLESCENT MENTAL HEALTH,HTH,Department of Health,Operating,B,2027,15375579.0,29.0,,,Health,,,Special Funds,15.375579,False,0.07,0.66,22,164,530192.0
HTH460,CHILD AND ADOLESCENT MENTAL HEALTH,HTH,Department of Health,Operating,N,2027,2339630.0,29.0,,,Health,,,Federal Funds,2.33963,False,0.01,0.1,58,387,80677.0
HTH460,CHILD AND ADOLESCENT MENTAL HEALTH,HTH,Department of Health,Operating,U,2027,2281992.0,29.0,,,Health,,,Interdepartmental Transfers,2.281992,False,0.01,0.1,60,389,78689.0
HTH495,BEHAVIORAL HEALTH ADMINISTRATION,HTH,Department of Health,Operating,A,2027,210907.0,2.0,,,Health,,,General Funds,0.210907,False,0.0,0.01,85,542,105454.0
HTH501,DEVELOPMENTAL DISABILITIES,HTH,Department of Health,Operating,A,2027,131398120.0,211.0,,,Health,,,General Funds,131.39812,False,0.6,5.65,5,33,622740.0
HTH501,DEVELOPMENTAL DISABILITIES,HTH,Department of Health,Operating,B,2027,7747738.0,5.0,,,Health,,,Special Funds,7.747738,False,0.04,0.33,35,225,1549548.0
HTH520,DISABILITY AND COMMUNICATIONS ACCESS BOARD,HTH,Department of Health,Operating,A,2027,767346.0,7.0,,,Human Services,,,General Funds,0.767346,False,0.0,0.03,68,484,109621.0
HTH520,DISABILITY AND COMMUNICATIONS ACCESS BOARD,HTH,Department of Health,Operating,B,2027,2186855.0,13.0,,,Human Services,,,Special Funds,2.186855,False,0.01,0.09,62,396,168220.0
HTH520,DISABILITY AND COMMUNICATIONS ACCESS BOARD,HTH,Department of Health,Operating,U,2027,314641.0,2.0,,,Human Services,,,Interdepartmental Transfers,0.314641,False,0.0,0.01,80,525,157320.0
HTH560,FAMILY HEALTH SERVICES,HTH,Department of Health,Operating,A,2027,45566966.0,114.0,,,Health,,,General Funds,45.566966,False,0.21,1.96,14,71,399710.0
HTH560,FAMILY HEALTH SERVICES,HTH,Department of Health,Operating,B,2027,17965804.0,11.4,,,Health,,,Special Funds,17.965804,False,0.08,0.77,20,147,1575948.0
HTH560,FAMILY HEALTH SERVICES,HTH,Department of Health,Operating,N,2027,38121215.0,99.8,,,Health,,,Federal Funds,38.121215,False,0.17,1.64,15,85,381976.0
HTH560,FAMILY HEALTH SERVICES,HTH,Department of Health,Operating,U,2027,101558.0,99.8,,,Health,,,Interdepartmental Transfers,0.101558,False,0.0,0.0,90,565,1018.0
HTH560,FAMILY HEALTH SERVICES,HTH,Department of Health,Operating,P,2027,12523019.0,15.3,,,Health,,,Other Federal Funds,12.523019,False,0.06,0.54,25,183,818498.0
HTH590,CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION,HTH,Department of Health,Operating,A,2027,7041748.0,46.5,,,Health,,,General Funds,7.041748,False,0.03,0.3,37,239,151435.0
HTH590,CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION,HTH,Department of Health,Operating,B,2027,48706356.0,46.5,,,Health,,,Special Funds,48.706356,False,0.22,2.09,12,64,1047449.0
HTH590,CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION,HTH,Department of Health,Operating,U,2027,1192408.0,1.0,,,Health,,,Interdepartmental Transfers,1.192408,False,0.01,0.05,66,444,1192408.0
HTH590,CHRONIC DISEASE PREVENTION AND HEALTH PROMOTION,HTH,Department of Health,Operating,P,2027,6740166.0,9.5,,,Health,,,Other Federal Funds,6.740166,False,0.03,0.29,38,246,709491.0
HTH595,HEALTH RESOURCES ADMINISTRATION,HTH,Department of Health,Operating,A,2027,244093.0,2.0,,,Health,,,General Funds,0.244093,False,0.0,0.01,84,540,122046.0
HTH596,OFFICE OF MEDICAL CANNABIS CONTROL & REGULATION,HTH,Department of Health,Operating,A,2027,3109260.0,21.0,,,Health,,,General Funds,3.10926,False,0.01,0.13,53,354,148060.0
HTH596,OFFICE OF MEDICAL CANNABIS CONTROL & REGULATION,HTH,Department of Health,Operating,B,2027,2425368.0,7.0,,,Health,,,Special Funds,2.425368,False,0.01,0.1,57,382,346481.0
HTH610,ENVIRONMENTAL HEALTH SERVICES,HTH,Department of Health,Operating,A,2027,9292836.0,127.0,,,Health,,,General Funds,9.292836,False,0.04,0.4,30,207,73172.0
HTH610,ENVIRONMENTAL HEALTH SERVICES,HTH,Department of Health,Operating,B,2027,4936115.0,34.0,,,Health,,,Special Funds,4.936115,False,0.02,0.21,46,291,145180.0
HTH610,ENVIRONMENTAL HEALTH SERVICES,HTH,Department of Health,Operating,N,2027,158000.0,2.0,,,Health,,,Federal Funds,0.158,False,0.0,0.01,87,552,79000.0
HTH610,ENVIRONMENTAL HEALTH SERVICES,HTH,Department of Health,Operating,U,2027,271269.0,3.0,,,Health,,,Interdepartmental Transfers,0.271269,False,0.0,0.01,82,535,90423.0
HTH610,ENVIRONMENTAL HEALTH SERVICES,HTH,Department of Health,Operating,P,2027,396994.0,2.0,,,Health,,,Other Federal Funds,0.396994,False,0.0,0.02,79,520,198497.0
HTH710,STATE LABORATORY SERVICES,HTH,Department of Health,Operating,A,2027,9262196.0,69.0,,,Health,,,General Funds,9.262196,False,0.04,0.4,31,208,134235.0
HTH710,STATE LABORATORY SERVICES,HTH,Department of Health,Operating,B,2027,272901.0,0.75,,,Health,,,Special Funds,0.272901,False,0.0,0.01,81,534,363868.0
HTH710,STATE LABORATORY SERVICES,HTH,Department of Health,Operating,N,2027,1029222.0,0.75,,,Health,,,Federal Funds,1.029222,False,0.0,0.04,67,457,1372296.0
HTH710,STATE LABORATORY SERVICES,HTH,Department of Health,Operating,W,2027,23967.0,0.25,,,Health,,,Revolving Funds,0.023967,False,0.0,0.0,91,576,95868.0
HTH710,STATE LABORATORY SERVICES,HTH,Department of Health,Operating,P,2027,429999.0,0.25,,,Health,,,Other Federal Funds,0.429999,False,0.0,0.02,77,517,1719996.0
HTH720,HEALTH CARE ASSURANCE,HTH,Department of Health,Operating,A,2027,4030204.0,22.55,,,Health,,,General Funds,4.030204,False,0.02,0.17,49,320,178723.0
HTH720,HEALTH CARE ASSURANCE,HTH,Department of Health,Operating,B,2027,2105000.0,2.85,,,Health,,,Special Funds,2.105,False,0.01,0.09,63,399,738596.0
HTH720,HEALTH CARE ASSURANCE,HTH,Department of Health,Operating,P,2027,4841562.0,21.6,,,Health,,,Other Federal Funds,4.841562,False,0.02,0.21,47,293,224146.0
HTH730,EMERGENCY MEDICAL SERVICES AND INJURY PREVENTION SYSTEM,HTH,Department of Health,Operating,A,2027,59321974.0,10.0,,,Health,,,General Funds,59.321974,False,0.27,2.55,9,54,5932197.0
HTH730,EMERGENCY MEDICAL SERVICES AND INJURY PREVENTION SYSTEM,HTH,Department of Health,Operating,B,2027,22323419.0,10.0,,,Health,,,Special Funds,22.323419,False,0.1,0.96,18,129,2232342.0
HTH730,EMERGENCY MEDICAL SERVICES AND INJURY PREVENTION SYSTEM,HTH,Department of Health,Operating,P,2027,420000.0,10.0,,,Health,,,Other Federal Funds,0.42,False,0.0,0.02,78,518,42000.0
HTH760,HEALTH STATUS MONITORING,HTH,Department of Health,Operating,A,2027,2258388.0,38.5,,,Health,,,General Funds,2.258388,False,0.01,0.1,61,390,58659.0
HTH760,HEALTH STATUS MONITORING,HTH,Department of Health,Operating,B,2027,530318.0,38.5,,,Health,,,Special Funds,0.530318,False,0.0,0.02,75,500,13774.0
HTH760,HEALTH STATUS MONITORING,HTH,Department of Health,Operating,P,2027,627294.0,5.0,,,Health,,,Other Federal Funds,0.627294,False,0.0,0.03,74,496,125459.0
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,Department of Health,Operating,A,2027,7379458.0,90.0,,,Environment,,,General Funds,7.379458,False,0.03,0.32,36,231,81994.0
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,Department of Health,Operating,B,2027,80891943.0,59.0,,,Environment,,,Special Funds,80.891943,False,0.37,3.48,7,43,1371050.0
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,Department of Health,Operating,N,2027,4064084.0,33.5,,,Environment,,,Federal Funds,4.064084,False,0.02,0.17,48,318,121316.0
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,Department of Health,Operating,U,2027,3013024.0,2.0,,,Environment,,,Interdepartmental Transfers,3.013024,False,0.01,0.13,54,356,1506512.0
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,Department of Health,Operating,W,2027,260514599.0,43.0,,,Environment,,,Revolving Funds,260.514599,False,1.19,11.2,2,20,6058479.0
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,Department of Health,Operating,P,2027,7998178.0,7.25,,,Environment,,,Other Federal Funds,7.998178,False,0.04,0.34,34,222,1103197.0
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,Department of Health,Capital Improvement,C,2027,10995000.0,7.25,,,Environment,,,General Obligation Bond Fund,10.995,True,0.05,0.47,27,191,1516552.0
HTH840,ENVIRONMENTAL MANAGEMENT,HTH,Department of Health,Capital Improvement,N,2027,54964000.0,7.25,,,Environment,,Investment Capital,Federal Funds,54.964,True,0.25,2.36,10,57,7581241.0
HTH849,ENVIRONMENTAL HEALTH ADMINISTRATION,HTH,Department of Health,Operating,A,2027,3878888.0,29.5,,,Environment,,,General Funds,3.878888,False,0.02,0.17,50,326,131488.0
HTH849,ENVIRONMENTAL HEALTH ADMINISTRATION,HTH,Department of Health,Operating,N,2027,189937.0,2.15,,,Environment,,,Federal Funds,0.189937,False,0.0,0.01,86,546,88343.0
HTH849,ENVIRONMENTAL HEALTH ADMINISTRATION,HTH,Department of Health,Operating,W,2027,2826328.0,11.0,,,Environment,,,Revolving Funds,2.826328,False,0.01,0.12,55,365,256939.0
HTH849,ENVIRONMENTAL HEALTH ADMINISTRATION,HTH,Department of Health,Operating,P,2027,5751220.0,11.95,,,Environment,,,Other Federal Funds,5.75122,False,0.03,0.25,41,266,481274.0
HTH904,EXECUTIVE OFFICE ON AGING,HTH,Department of Health,Operating,A,2027,13024068.0,17.6,,,Human Services,,,General Funds,13.024068,False,0.06,0.56,24,177,740004.0
HTH904,EXECUTIVE OFFICE ON AGING,HTH,Department of Health,Operating,N,2027,10405377.0,7.4,,,Human Services,,,Federal Funds,10.405377,False,0.05,0.45,28,198,1406132.0
HTH904,EXECUTIVE OFFICE ON AGING,HTH,Department of Health,Operating,P,2027,1223791.0,7.4,,,Human Services,,,Other Federal Funds,1.223791,False,0.01,0.05,65,439,165377.0
HTH905,DEVELOPMENTAL DISABILITIES COUNCIL,HTH,Department of Health,Operating,A,2027,262940.0,2.5,,,Health,,,General Funds,0.26294,False,0.0,0.01,83,536,105176.0
HTH905,DEVELOPMENTAL DISABILITIES COUNCIL,HTH,Department of Health,Operating,N,2027,527570.0,5.0,,,Health,,,Federal Funds,0.52757,False,0.0,0.02,76,501,105514.0
HTH906,STATE HEALTH PLANNING AND DEVELOPMENT AGENCY,HTH,Department of Health,Operating,A,2027,726733.0,7.0,,,Health,,,General Funds,0.726733,False,0.0,0.03,70,491,103819.0
HTH906,STATE HEALTH PLANNING AND DEVELOPMENT AGENCY,HTH,Department of Health,Operating,B,2027,114000.0,7.0,,,Health,,,Special Funds,0.114,False,0.0,0.0,89,560,16286.0
HTH907,GENERAL ADMINISTRATION,HTH,Department of Health,Operating,A,2027,32038805.0,180.0,,,Health,,,General Funds,32.038805,False,0.15,1.38,17,92,177993.0
HTH907,GENERAL ADMINISTRATION,HTH,Department of Health,Operating,N,2027,5275000.0,8.0,,,Health,,,Federal Funds,5.275,False,0.02,0.23,43,276,659375.0
HTH907,GENERAL ADMINISTRATION,HTH,Department of Health,Operating,P,2027,684932.0,8.0,,,Health,,,Other Federal Funds,0.684932,False,0.0,0.03,72,494,85616.0
HTH908,OFFICE OF LANGUAGE ACCESS,HTH,Department of Health,Operating,A,2027,714494.0,6.0,,,Health,,,General Funds,0.714494,False,0.0,0.03,71,492,119082.0
LAW502,NARCOTICS ENFORCEMENT DIVISION,LAW,Department of Law Enforcement,Operating,A,2027,1713945.0,14.0,,,Public Safety,,,General Funds,1.713945,False,0.01,1.74,10,418,122425.0
LAW502,NARCOTICS ENFORCEMENT DIVISION,LAW,Department of Law Enforcement,Operating,W,2027,1004853.0,8.0,,,Public Safety,,,Revolving Funds,1.004853,False,0.0,1.02,11,460,125607.0
LAW502,NARCOTICS ENFORCEMENT DIVISION,LAW,Department of Law Enforcement,Operating,P,2027,800000.0,8.0,,,Public Safety,,,Other Federal Funds,0.8,False,0.0,0.81,12,482,100000.0
LAW503,SHERIFF,LAW,Department of Law Enforcement,Operating,A,2027,28623526.0,318.0,,,Public Safety,,,General Funds,28.623526,False,0.13,29.14,1,100,90011.0
LAW503,SHERIFF,LAW,Department of Law Enforcement,Operating,N,2027,600000.0,318.0,,,Public Safety,,,Federal Funds,0.6,False,0.0,0.61,14,498,1887.0
LAW503,SHERIFF,LAW,Department of Law Enforcement,Operating,P,2027,600000.0,150.0,,,Public Safety,,,Other Federal Funds,0.6,False,0.0,0.61,14,498,4000.0
LAW503,SHERIFF,LAW,Department of Law Enforcement,Operating,U,2027,19616116.0,150.0,,,Public Safety,,,Interdepartmental Transfers,19.616116,False,0.09,19.97,2,141,130774.0
LAW504,CRIMINAL INVESTIGATION DIVISION,LAW,Department of Law Enforcement,Operating,A,2027,3462585.0,16.0,,,Public Safety,,,General Funds,3.462585,False,0.02,3.52,7,344,216412.0
LAW504,CRIMINAL INVESTIGATION DIVISION,LAW,Department of Law Enforcement,Operating,U,2027,731972.0,2.0,,,Public Safety,,,Interdepartmental Transfers,0.731972,False,0.0,0.75,13,490,365986.0
LAW505,LAW ENFORCEMENT TRAINING DIVISION,LAW,Department of Law Enforcement,Operating,A,2027,2668464.0,8.0,,,Public Safety,,,General Funds,2.668464,False,0.01,2.72,8,371,333558.0
LAW900,GENERAL ADMINISTRATION,LAW,Department of Law Enforcement,Operating,A,2027,16957744.0,72.0,,,Public Safety,,,General Funds,16.957744,False,0.08,17.26,3,155,235524.0
LAW900,GENERAL ADMINISTRATION,LAW,Department of Law Enforcement,Operating,U,2027,5000000.0,72.0,,,Public Safety,,,Interdepartmental Transfers,5.0,False,0.02,5.09,5,287,69444.0
LAW901,OFFICE OF HOMELAND SECURITY,LAW,Department of Law Enforcement,Operating,A,2027,2362031.0,14.0,,,Public Safety,,,General Funds,2.362031,False,0.01,2.4,9,385,168716.0
LAW901,OFFICE OF HOMELAND SECURITY,LAW,Department of Law Enforcement,Operating,N,2027,4551095.0,14.0,,,Public Safety,,,Federal Funds,4.551095,False,0.02,4.63,6,308,325078.0
LAW901,OFFICE OF HOMELAND SECURITY,LAW,Department of Law Enforcement,Operating,P,2027,9550715.0,14.0,,,Public Safety,,,Other Federal Funds,9.550715,False,0.04,9.72,4,205,682194.0
LBR111,WORKFORCE DEVELOPMENT,LBR,Department of Labor & Industrial Relations,Operating,A,2027,6822007.0,13.1,,,Employment,,,General Funds,6.822007,False,0.03,1.47,6,244,520764.0
LBR111,WORKFORCE DEVELOPMENT,LBR,Department of Labor & Industrial Relations,Operating,B,2027,5364646.0,13.1,,,Employment,,,Special Funds,5.364646,False,0.02,1.16,10,273,409515.0
LBR111,WORKFORCE DEVELOPMENT,LBR,Department of Labor & Industrial Relations,Operating,N,2027,6550000.0,57.2,,,Employment,,,Federal Funds,6.55,False,0.03,1.41,7,250,114510.0
LBR111,WORKFORCE DEVELOPMENT,LBR,Department of Labor & Industrial Relations,Operating,U,2027,2891173.0,57.2,,,Employment,,,Interdepartmental Transfers,2.891173,False,0.01,0.62,13,359,50545.0
LBR111,WORKFORCE DEVELOPMENT,LBR,Department of Labor & Industrial Relations,Operating,P,2027,300000.0,0.7,,,Employment,,,Other Federal Funds,0.3,False,0.0,0.06,27,529,428571.0
LBR135,WORKFORCE DEVELOPMENT COUNCIL,LBR,Department of Labor & Industrial Relations,Operating,A,2027,455026.0,,,,Employment,,,General Funds,0.455026,False,0.0,0.1,24,511,
LBR135,WORKFORCE DEVELOPMENT COUNCIL,LBR,Department of Labor & Industrial Relations,Operating,N,2027,10700000.0,7.0,,,Employment,,,Federal Funds,10.7,False,0.05,2.31,4,194,1528571.0
LBR143,HAWAII OCCUPATIONAL SAFETY AND HEALTH PROGRAM,LBR,Department of Labor & Industrial Relations,Operating,A,2027,1393204.0,17.3,,,Employment,,,General Funds,1.393204,False,0.01,0.3,19,430,80532.0
LBR143,HAWAII OCCUPATIONAL SAFETY AND HEALTH PROGRAM,LBR,Department of Labor & Industrial Relations,Operating,W,2027,2746105.0,19.0,,,Employment,,,Revolving Funds,2.746105,False,0.01,0.59,14,368,144532.0
LBR143,HAWAII OCCUPATIONAL SAFETY AND HEALTH PROGRAM,LBR,Department of Labor & Industrial Relations,Operating,P,2027,2400000.0,19.7,,,Employment,,,Other Federal Funds,2.4,False,0.01,0.52,15,383,121827.0
LBR152,WAGE STANDARDS PROGRAM,LBR,Department of Labor & Industrial Relations,Operating,A,2027,1442931.0,20.0,,,Employment,,,General Funds,1.442931,False,0.01,0.31,18,428,72147.0
LBR152,WAGE STANDARDS PROGRAM,LBR,Department of Labor & Industrial Relations,Operating,B,2027,500000.0,20.0,,,Employment,,,Special Funds,0.5,False,0.0,0.11,23,507,25000.0
LBR153,HAWAII CIVIL RIGHTS COMMISSION,LBR,Department of Labor & Industrial Relations,Operating,A,2027,1843633.0,22.5,,,Employment,,,General Funds,1.843633,False,0.01,0.4,17,411,81939.0
LBR153,HAWAII CIVIL RIGHTS COMMISSION,LBR,Department of Labor & Industrial Relations,Operating,P,2027,350000.0,0.5,,,Employment,,,Other Federal Funds,0.35,False,0.0,0.08,26,524,700000.0
LBR161,HAWAII LABOR RELATIONS BOARD,LBR,Department of Labor & Industrial Relations,Operating,A,2027,1138087.0,3.0,,,Employment,,,General Funds,1.138087,False,0.01,0.25,21,448,379362.0
LBR171,UNEMPLOYMENT INSURANCE PROGRAM,LBR,Department of Labor & Industrial Relations,Operating,A,2027,1098246.0,10.0,,,Employment,,,General Funds,1.098246,False,0.01,0.24,22,450,109825.0
LBR171,UNEMPLOYMENT INSURANCE PROGRAM,LBR,Department of Labor & Industrial Relations,Operating,B,2027,2173756.0,10.0,,,Employment,,,Special Funds,2.173756,False,0.01,0.47,16,397,217376.0
LBR171,UNEMPLOYMENT INSURANCE PROGRAM,LBR,Department of Labor & Industrial Relations,Operating,N,2027,18000000.0,187.5,,,Employment,,,Federal Funds,18.0,False,0.08,3.89,3,146,96000.0
LBR171,UNEMPLOYMENT INSURANCE PROGRAM,LBR,Department of Labor & Industrial Relations,Operating,T,2027,341400000.0,187.5,,,Employment,,,Trust Funds,341.4,False,1.56,73.7,1,17,1820800.0
LBR183,DISABILITY COMPENSATION PROGRAM,LBR,Department of Labor & Industrial Relations,Operating,A,2027,9039187.0,77.0,,,Employment,,,General Funds,9.039187,False,0.04,1.95,5,209,117392.0
LBR183,DISABILITY COMPENSATION PROGRAM,LBR,Department of Labor & Industrial Relations,Operating,T,2027,24157551.0,11.0,,,Employment,,,Trust Funds,24.157551,False,0.11,5.22,2,120,2196141.0
LBR812,LABOR AND INDUSTRIAL RELATIONS APPEALS BOARD,LBR,Department of Labor & Industrial Relations,Operating,A,2027,1209410.0,12.0,,,Employment,,,General Funds,1.20941,False,0.01,0.26,20,441,100784.0
LBR901,RESEARCH AND STATISTICS,LBR,Department of Labor & Industrial Relations,Operating,A,2027,178081.0,2.0,,,Employment,,,General Funds,0.178081,False,0.0,0.04,29,549,89040.0
LBR901,RESEARCH AND STATISTICS,LBR,Department of Labor & Industrial Relations,Operating,N,2027,440322.0,4.0,,,Employment,,,Federal Funds,0.440322,False,0.0,0.1,25,515,110080.0
LBR902,GENERAL ADMINISTRATION,LBR,Department of Labor & Industrial Relations,Operating,A,2027,2912790.0,18.83,,,Employment,,,General Funds,2.91279,False,0.01,0.63,12,358,154689.0
LBR902,GENERAL ADMINISTRATION,LBR,Department of Labor & Industrial Relations,Operating,B,2027,200000.0,18.83,,,Employment,,,Special Funds,0.2,False,0.0,0.04,28,544,10621.0
LBR902,GENERAL ADMINISTRATION,LBR,Department of Labor & Industrial Relations,Operating,P,2027,6000000.0,32.17,,,Employment,,,Other Federal Funds,6.0,False,0.03,1.3,9,262,186509.0
LBR903,OFFICE OF COMMUNITY SERVICES,LBR,Department of Labor & Industrial Relations,Operating,A,2027,4971563.0,13.0,,,Employment,,,General Funds,4.971563,False,0.02,1.07,11,289,382428.0
LBR903,OFFICE OF COMMUNITY SERVICES,LBR,Department of Labor & Industrial Relations,Operating,B,2027,5000.0,13.0,,,Employment,,,Special Funds,0.005,False,0.0,0.0,30,580,385.0
LBR903,OFFICE OF COMMUNITY SERVICES,LBR,Department of Labor & Industrial Relations,Operating,N,2027,6517000.0,13.0,,,Employment,,,Federal Funds,6.517,False,0.03,1.41,8,252,501308.0
LNR101,PUBLIC LANDS MANAGEMENT,LNR,Department of Land & Natural Resources,Operating,A,2027,177872.0,,,,Government Operations,,,General Funds,0.177872,False,0.0,0.06,48,550,
LNR101,PUBLIC LANDS MANAGEMENT,LNR,Department of Land & Natural Resources,Operating,B,2027,22983607.0,63.0,,,Government Operations,,,Special Funds,22.983607,False,0.1,7.7,4,126,364819.0
LNR102,LEGACY LAND CONSERVATION PROGRAM,LNR,Department of Land & Natural Resources,Operating,B,2027,9034784.0,2.0,,,Government Operations,,,Special Funds,9.034784,False,0.04,3.03,10,211,4517392.0
LNR111,CONVEYANCES AND RECORDINGS,LNR,Department of Land & Natural Resources,Operating,B,2027,7731946.0,56.0,,,Individual Rights,,,Special Funds,7.731946,False,0.04,2.59,12,226,138070.0
LNR141,WATER AND LAND DEVELOPMENT,LNR,Department of Land & Natural Resources,Operating,A,2027,3403862.0,24.0,,,Economic Development,,,General Funds,3.403862,False,0.02,1.14,24,346,141828.0
LNR141,WATER AND LAND DEVELOPMENT,LNR,Department of Land & Natural Resources,Operating,B,2027,907330.0,4.0,,,Economic Development,,,Special Funds,0.90733,False,0.0,0.3,39,474,226832.0
LNR141,WATER AND LAND DEVELOPMENT,LNR,Department of Land & Natural Resources,Operating,T,2027,199479.0,4.0,,,Economic Development,,,Trust Funds,0.199479,False,0.0,0.07,46,545,49870.0
LNR172,FORESTRY - RESOURCE MANAGEMENT AND DEVELOPMENT,LNR,Department of Land & Natural Resources,Operating,A,2027,8808994.0,34.0,,,Economic Development,,,General Funds,8.808994,False,0.04,2.95,11,216,259088.0
LNR172,FORESTRY - RESOURCE MANAGEMENT AND DEVELOPMENT,LNR,Department of Land & Natural Resources,Operating,B,2027,2455475.0,34.0,,,Economic Development,,,Special Funds,2.455475,False,0.01,0.82,27,381,72220.0
LNR172,FORESTRY - RESOURCE MANAGEMENT AND DEVELOPMENT,LNR,Department of Land & Natural Resources,Operating,P,2027,10530000.0,1.0,,,Economic Development,,,Other Federal Funds,10.53,False,0.05,3.53,9,196,10530000.0
LNR401,ECOSYSTEM PROTECTION AND RESTORATION,LNR,Department of Land & Natural Resources,Operating,A,2027,5526913.0,64.0,,,Environment,,,General Funds,5.526913,False,0.03,1.85,15,269,86358.0
LNR401,ECOSYSTEM PROTECTION AND RESTORATION,LNR,Department of Land & Natural Resources,Operating,B,2027,4239054.0,3.0,,,Environment,,,Special Funds,4.239054,False,0.02,1.42,21,314,1413018.0
LNR401,ECOSYSTEM PROTECTION AND RESTORATION,LNR,Department of Land & Natural Resources,Operating,N,2027,4889500.0,1.0,,,Environment,,,Federal Funds,4.8895,False,0.02,1.64,17,292,4889500.0
LNR401,ECOSYSTEM PROTECTION AND RESTORATION,LNR,Department of Land & Natural Resources,Operating,P,2027,283534.0,2.0,,,Environment,,,Other Federal Funds,0.283534,False,0.0,0.09,44,532,141767.0
LNR402,NATIVE RESOURCES AND FIRE PROTECTION PROGRAM,LNR,Department of Land & Natural Resources,Operating,A,2027,23539031.0,73.5,,,Environment,,,General Funds,23.539031,False,0.11,7.88,3,124,320259.0
