program_id,program_name,department_code,department_name,section,fund_type,fiscal_year,amount,positions,ceiling,allocation_type,category,subcategory,notes,fund_category,amount_millions,is_capital,pct_of_total,pct_of_dept,dept_rank,overall_rank,cost_per_position
DEF110,AMELIORATION OF PHYSICAL DISASTERS,DEF,Department of Defense,Operating,P,2027,1430238.0,21.75,,,Public Safety,,,Other Federal Funds,1.430238,False,0.01,1.26,10,429,65758.0
DEF112,SERVICES TO VETERANS,DEF,Department of Defense,Operating,A,2027,2066978.0,28.0,,,Human Services,,,General Funds,2.066978,False,0.01,1.83,9,401,73821.0
DEF114,HAWAII NATIONAL GUARD YOUTH CHALLENGE ACADEMY,DEF,Department of Defense,Operating,A,2027,3885050.0,,,,Education,,,General Funds,3.88505,False,0.02,3.43,8,325,
DEF114,HAWAII NATIONAL GUARD YOUTH CHALLENGE ACADEMY,DEF,Department of Defense,Operating,P,2027,6482477.0,,,,Education,,,Other Federal Funds,6.482477,False,0.03,5.73,6,255,
DEF116,HAWAII ARMY AND AIR NATIONAL GUARD,DEF,Department of Defense,Operating,A,2027,7081247.0,19.75,,,Public Safety,,,General Funds,7.081247,False,0.03,6.26,5,237,358544.0
DEF116,HAWAII ARMY AND AIR NATIONAL GUARD,DEF,Department of Defense,Operating,P,2027,40210106.0,99.25,,,Public Safety,,,Other Federal Funds,40.210106,False,0.18,35.53,1,80,405140.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,DEF,Department of Defense,Operating,A,2027,14097375.0,26.0,,,Public Safety,,,General Funds,14.097375,False,0.06,12.46,3,171,542207.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,DEF,Department of Defense,Operating,B,2027,500000.0,26.0,,,Public Safety,,,Special Funds,0.5,False,0.0,0.44,11,507,19231.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,DEF,Department of Defense,Operating,W,2027,500000.0,26.0,,,Public Safety,,,Revolving Funds,0.5,False,0.0,0.44,11,507,19231.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,DEF,Department of Defense,Operating,N,2027,4156958.0,26.0,,,Public Safety,,,Federal Funds,4.156958,False,0.02,3.67,7,315,159883.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,DEF,Department of Defense,Operating,P,2027,22497034.0,26.0,,,Public Safety,,,Other Federal Funds,22.497034,False,0.1,19.88,2,128,865271.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,AGS,Department of Accounting & General Services,Capital Improvement,C,2027,6500000.0,26.0,,,Public Safety,,,General Obligation Bond Fund,6.5,True,0.03,1.97,14,253,250000.0
DEF118,HAWAII EMERGENCY MANAGEMENT AGENCY,AGS,Department of Accounting & General Services,Capital Improvement,P,2027,1500000.0,26.0,,,Public Safety,,Investment Capital,Other Federal Funds,1.5,True,0.01,0.46,34,427,57692.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,A,2027,1319319292.0,12397.75,,,Education,,,General Funds,1319.319292,False,6.02,41.37,1,2,106416.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,B,2027,5251693.0,12397.75,,,Education,,,Special Funds,5.251693,False,0.02,0.16,23,277,424.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,N,2027,167203642.0,12397.75,,,Education,,,Federal Funds,167.203642,False,0.76,5.24,4,28,13487.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,T,2027,13390000.0,12397.75,,,Education,,,Trust Funds,13.39,False,0.06,0.42,16,176,1080.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,U,2027,7495605.0,12397.75,,,Education,,,Interdepartmental Transfers,7.495605,False,0.03,0.24,20,229,605.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,W,2027,3239301.0,9.0,,,Education,,,Revolving Funds,3.239301,False,0.01,0.1,28,351,359922.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Operating,P,2027,21414657.0,1.0,,,Education,,,Other Federal Funds,21.414657,False,0.1,0.67,15,132,21414657.0
EDN100,SCHOOL-BASED BUDGETING,EDN,Department of Education,Capital Improvement,C,2027,46500000.0,1.0,,,Education,,,General Obligation Bond Fund,46.5,True,0.21,1.46,11,70,46500000.0
EDN150,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,Department of Education,Operating,A,2027,525281027.0,5368.5,,,Education,,,General Funds,525.281027,False,2.4,16.47,2,9,97845.0
EDN150,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,Department of Education,Operating,B,2027,250000.0,5368.5,,,Education,,,Special Funds,0.25,False,0.0,0.01,39,538,47.0
EDN150,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,Department of Education,Operating,N,2027,61584267.0,2.0,,,Education,,,Federal Funds,61.584267,False,0.28,1.93,8,52,30792134.0
EDN150,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,Department of Education,Operating,W,2027,11000000.0,14.0,,,Education,,,Revolving Funds,11.0,False,0.05,0.34,19,190,785714.0
EDN150,SPECIAL EDUCATION AND STUDENT SUPPORT SERVICES,EDN,Department of Education,Operating,P,2027,5950000.0,14.0,,,Education,,,Other Federal Funds,5.95,False,0.03,0.19,22,263,425000.0
EDN200,INSTRUCTIONAL SUPPORT,EDN,Department of Education,Operating,A,2027,93374921.0,457.0,,,Education,,,General Funds,93.374921,False,0.43,2.93,6,41,204321.0
EDN200,INSTRUCTIONAL SUPPORT,EDN,Department of Education,Operating,N,2027,500000.0,457.0,,,Education,,,Federal Funds,0.5,False,0.0,0.02,35,507,1094.0
EDN200,INSTRUCTIONAL SUPPORT,EDN,Department of Education,Operating,P,2027,273794.0,457.0,,,Education,,,Other Federal Funds,0.273794,False,0.0,0.01,38,533,599.0
EDN300,STATE ADMINISTRATION,EDN,Department of Education,Operating,A,2027,47007968.0,424.0,,,Education,,,General Funds,47.007968,False,0.21,1.47,10,69,110868.0
EDN300,STATE ADMINISTRATION,EDN,Department of Education,Operating,N,2027,112140.0,424.0,,,Education,,,Federal Funds,0.11214,False,0.0,0.0,42,561,264.0
EDN300,STATE ADMINISTRATION,EDN,Department of Education,Operating,P,2027,3807440.0,424.0,,,Education,,,Other Federal Funds,3.80744,False,0.02,0.12,26,328,8980.0
EDN400,SCHOOL SUPPORT,EDN,Department of Education,Operating,A,2027,423937360.0,849.5,,,Education,,,General Funds,423.93736,False,1.93,13.29,3,15,499043.0
EDN400,SCHOOL SUPPORT,EDN,Department of Education,Operating,B,2027,44200920.0,11.0,,,Education,,,Special Funds,44.20092,False,0.2,1.39,12,75,4018265.0
EDN400,SCHOOL SUPPORT,EDN,Department of Education,Operating,N,2027,74600000.0,718.5,,,Education,,,Federal Funds,74.6,False,0.34,2.34,7,46,103827.0
EDN400,SCHOOL SUPPORT,EDN,Department of Education,Operating,R,2027,150000.0,718.5,,,Education,,,Private Contributions,0.15,False,0.0,0.0,40,553,209.0
EDN400,SCHOOL SUPPORT,EDN,Department of Education,Operating,W,2027,11597927.0,4.0,,,Education,,,Revolving Funds,11.597927,False,0.05,0.36,18,187,2899482.0
EDN400,SCHOOL SUPPORT,EDN,Department of Education,Operating,P,2027,1000000.0,4.0,,,Education,,,Other Federal Funds,1.0,False,0.0,0.03,34,461,250000.0
EDN407,PUBLIC LIBRARIES,EDN,Department of Education,Operating,A,2027,47632130.0,567.5,,,Education,,,General Funds,47.63213,False,0.22,1.49,9,68,83933.0
EDN407,PUBLIC LIBRARIES,EDN,Department of Education,Operating,B,2027,4000000.0,567.5,,,Education,,,Special Funds,4.0,False,0.02,0.13,25,322,7048.0
EDN407,PUBLIC LIBRARIES,EDN,Department of Education,Operating,N,2027,2000000.0,567.5,,,Education,,,Federal Funds,2.0,False,0.01,0.06,30,407,3524.0
EDN407,PUBLIC LIBRARIES,AGS,Department of Accounting & General Services,Capital Improvement,C,2027,25000000.0,567.5,,,Education,,,General Obligation Bond Fund,25.0,True,0.11,7.58,5,117,44053.0
EDN450,SCHOOL FACILITIES AUTHORITY,EDN,Department of Education,Operating,A,2027,1738979.0,12.0,,,Education,,,General Funds,1.738979,False,0.01,0.05,32,417,144915.0
EDN500,SCHOOL COMMUNITY SERVICES,EDN,Department of Education,Operating,A,2027,6325235.0,42.0,,,Education,,,General Funds,6.325235,False,0.03,0.2,21,258,150601.0
EDN500,SCHOOL COMMUNITY SERVICES,EDN,Department of Education,Operating,B,2027,1633908.0,42.0,,,Education,,,Special Funds,1.633908,False,0.01,0.05,33,421,38903.0
EDN500,SCHOOL COMMUNITY SERVICES,EDN,Department of Education,Operating,N,2027,3266757.0,42.0,,,Education,,,Federal Funds,3.266757,False,0.01,0.1,27,349,77780.0
EDN500,SCHOOL COMMUNITY SERVICES,EDN,Department of Education,Operating,W,2027,23224665.0,42.0,,,Education,,,Revolving Funds,23.224665,False,0.11,0.73,14,125,552968.0
EDN500,SCHOOL COMMUNITY SERVICES,EDN,Department of Education,Operating,P,2027,300000.0,42.0,,,Education,,,Other Federal Funds,0.3,False,0.0,0.01,37,529,7143.0
EDN600,CHARTER SCHOOLS,EDN,Department of Education,Operating,A,2027,162578377.0,,,,Education,,,General Funds,162.578377,False,0.74,5.1,5,29,
EDN600,CHARTER SCHOOLS,EDN,Department of Education,Operating,N,2027,5042000.0,,,,Education,,,Federal Funds,5.042,False,0.02,0.16,24,285,
EDN612,CHARTER SCHOOLS COMMISSION AND ADMINISTRATION,EDN,Department of Education,Operating,A,2027,12564269.0,81.12,,,Education,,,General Funds,12.564269,False,0.06,0.39,17,182,154885.0
EDN612,CHARTER SCHOOLS COMMISSION AND ADMINISTRATION,EDN,Department of Education,Operating,N,2027,1800000.0,6.88,,,Education,,,Federal Funds,1.8,False,0.01,0.06,31,415,261628.0
EDN700,EARLY LEARNING,EDN,Department of Education,Operating,A,2027,24749084.0,331.0,,,Education,,,General Funds,24.749084,False,0.11,0.78,13,118,74771.0
EDN700,EARLY LEARNING,EDN,Department of Education,Operating,B,2027,3000000.0,331.0,,,Education,,,Special Funds,3.0,False,0.01,0.09,29,357,9063.0
EDN700,EARLY LEARNING,EDN,Department of Education,Operating,N,2027,125628.0,331.0,,,Education,,,Federal Funds,0.125628,False,0.0,0.0,41,557,380.0
EDN700,EARLY LEARNING,EDN,Department of Education,Operating,P,2027,380000.0,331.0,,,Education,,,Other Federal Funds,0.38,False,0.0,0.01,36,522,1148.0
GOV100,OFFICE OF THE GOVERNOR,GOV,Office of the Governor,Operating,A,2027,4551872.0,24.0,,,Government Operations,,,General Funds,4.551872,False,0.02,100.0,1,307,189661.0
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,Department of Hawaiian Home Lands,Operating,A,2027,10000000.0,,,,Human Services,,,General Funds,10.0,False,0.05,14.67,3,200,
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,Department of Hawaiian Home Lands,Operating,B,2027,4824709.0,,,,Human Services,,,Special Funds,4.824709,False,0.02,7.08,5,294,
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,Department of Hawaiian Home Lands,Operating,N,2027,24126731.0,4.0,,,Human Services,,,Federal Funds,24.126731,False,0.11,35.39,1,121,6031683.0
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,Department of Hawaiian Home Lands,Operating,T,2027,3740534.0,4.0,,,Human Services,,,Trust Funds,3.740534,False,0.02,5.49,6,332,935134.0
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,Department of Hawaiian Home Lands,Operating,W,2027,7000000.0,4.0,,,Human Services,,,Revolving Funds,7.0,False,0.03,10.27,4,240,1750000.0
HHL602,PLANNING AND DEVELOPMENT FOR HAWAIIAN HOMESTEADS,HHL,Department of Hawaiian Home Lands,Operating,P,2027,442800.0,4.0,,,Human Services,,,Other Federal Funds,0.4428,False,0.0,0.65,7,514,110700.0
HHL625,ADMINISTRATION AND OPERATING SUPPORT,HHL,Department of Hawaiian Home Lands,Operating,A,2027,18032234.0,200.0,,,Human Services,,,General Funds,18.032234,False,0.08,26.45,2,145,90161.0
HMS202,"AGED, BLIND AND DISABLED PAYMENTS",HMS,Department of Human Services,Operating,A,2027,4029480.0,,,,Human Services,,,General Funds,4.02948,False,0.02,0.08,43,321,
HMS204,GENERAL ASSISTANCE PAYMENTS,HMS,Department of Human Services,Operating,A,2027,23889056.0,,,,Human Services,,,General Funds,23.889056,False,0.11,0.5,21,123,
HMS204,GENERAL ASSISTANCE PAYMENTS,HMS,Department of Human Services,Operating,B,2027,3000000.0,,,,Human Services,,,Special Funds,3.0,False,0.01,0.06,46,357,
HMS206,FEDERAL ASSISTANCE PAYMENTS,HMS,Department of Human Services,Operating,N,2027,8345024.0,,,,Human Services,,,Federal Funds,8.345024,False,0.04,0.17,35,219,
HMS211,CASH SUPPORT FOR FAMILIES - SELF-SUFFICIENCY,HMS,Department of Human Services,Operating,A,2027,26715965.0,,,,Human Services,,,General Funds,26.715965,False,0.12,0.56,19,109,
HMS211,CASH SUPPORT FOR FAMILIES - SELF-SUFFICIENCY,HMS,Department of Human Services,Operating,N,2027,44000000.0,,,,Human Services,,,Federal Funds,44.0,False,0.2,0.92,14,76,
HMS220,RENTAL HOUSING SERVICES,HMS,Department of Human Services,Operating,A,2027,4694409.0,5.0,,,Human Services,,,General Funds,4.694409,False,0.02,0.1,42,302,938882.0
HMS220,RENTAL HOUSING SERVICES,HMS,Department of Human Services,Operating,N,2027,112088200.0,191.0,,,Human Services,,,Federal Funds,112.0882,False,0.51,2.35,4,34,586849.0
HMS220,RENTAL HOUSING SERVICES,HMS,Department of Human Services,Operating,W,2027,5187506.0,17.0,,,Human Services,,,Revolving Funds,5.187506,False,0.02,0.11,40,280,305147.0
HMS222,RENTAL ASSISTANCE SERVICES,HMS,Department of Human Services,Operating,A,2027,1557121.0,1.0,,,Human Services,,,General Funds,1.557121,False,0.01,0.03,50,424,1557121.0
HMS222,RENTAL ASSISTANCE SERVICES,HMS,Department of Human Services,Operating,N,2027,77039700.0,34.0,,,Human Services,,,Federal Funds,77.0397,False,0.35,1.61,7,44,2265874.0
HMS224,HOMELESS SERVICES,HMS,Department of Human Services,Operating,A,2027,27931773.0,11.0,,,Human Services,,,General Funds,27.931773,False,0.13,0.58,17,103,2539252.0
HMS224,HOMELESS SERVICES,HMS,Department of Human Services,Operating,N,2027,814000.0,11.0,,,Human Services,,,Federal Funds,0.814,False,0.0,0.02,56,480,74000.0
HMS229,HAWAII PUBLIC HOUSING AUTHORITY ADMINISTRATION,HMS,Department of Human Services,Operating,A,2027,502838.0,2.0,,,Human Services,,,General Funds,0.502838,False,0.0,0.01,58,506,251419.0
HMS229,HAWAII PUBLIC HOUSING AUTHORITY ADMINISTRATION,HMS,Department of Human Services,Operating,N,2027,27840930.0,2.0,,,Human Services,,,Federal Funds,27.84093,False,0.13,0.58,18,104,13920465.0
HMS229,HAWAII PUBLIC HOUSING AUTHORITY ADMINISTRATION,HMS,Department of Human Services,Operating,W,2027,17676361.0,119.0,,,Human Services,,,Revolving Funds,17.676361,False,0.08,0.37,26,150,148541.0
HMS236,CASE MANAGEMENT FOR SELF-SUFFICIENCY,HMS,Department of Human Services,Operating,A,2027,19673479.0,287.43,,,Human Services,,,General Funds,19.673479,False,0.09,0.41,22,140,68446.0
HMS236,CASE MANAGEMENT FOR SELF-SUFFICIENCY,HMS,Department of Human Services,Operating,N,2027,26393053.0,226.57,,,Human Services,,,Federal Funds,26.393053,False,0.12,0.55,20,110,116490.0
HMS236,CASE MANAGEMENT FOR SELF-SUFFICIENCY,HMS,Department of Human Services,Operating,P,2027,30237.0,226.57,,,Human Services,,,Other Federal Funds,0.030237,False,0.0,0.0,63,575,133.0
HMS237,EMPLOYMENT AND TRAINING,HMS,Department of Human Services,Operating,A,2027,469505.0,,,,Human Services,,,General Funds,0.469505,False,0.0,0.01,59,509,
HMS237,EMPLOYMENT AND TRAINING,HMS,Department of Human Services,Operating,N,2027,2575945.0,,,,Human Services,,,Federal Funds,2.575945,False,0.01,0.05,48,376,
HMS238,DISABILITY DETERMINATION,HMS,Department of Human Services,Operating,N,2027,8859927.0,50.0,,,Human Services,,,Federal Funds,8.859927,False,0.04,0.19,34,214,177199.0
HMS301,CHILD PROTECTIVE SERVICES,HMS,Department of Human Services,Operating,A,2027,50570717.0,303.75,,,Human Services,,,General Funds,50.570717,False,0.23,1.06,10,62,166488.0
HMS301,CHILD PROTECTIVE SERVICES,HMS,Department of Human Services,Operating,B,2027,6124053.0,1.0,,,Human Services,,,Special Funds,6.124053,False,0.03,0.13,39,261,6124053.0
HMS301,CHILD PROTECTIVE SERVICES,HMS,Department of Human Services,Operating,N,2027,49452950.0,84.75,,,Human Services,,,Federal Funds,49.45295,False,0.23,1.04,11,63,583516.0
HMS301,CHILD PROTECTIVE SERVICES,HMS,Department of Human Services,Operating,P,2027,400000.0,84.75,,,Human Services,,,Other Federal Funds,0.4,False,0.0,0.01,60,519,4720.0
HMS302,GENERAL SUPPORT FOR CHILD CARE,HMS,Department of Human Services,Operating,A,2027,2840528.0,38.92,,,Human Services,,,General Funds,2.840528,False,0.01,0.06,47,364,72984.0
HMS302,GENERAL SUPPORT FOR CHILD CARE,HMS,Department of Human Services,Operating,N,2027,14137770.0,38.08,,,Human Services,,,Federal Funds,14.13777,False,0.06,0.3,30,170,371265.0
HMS303,CHILD PROTECTIVE SERVICES PAYMENTS,HMS,Department of Human Services,Operating,A,2027,48265586.0,,,,Human Services,,,General Funds,48.265586,False,0.22,1.01,13,67,
HMS303,CHILD PROTECTIVE SERVICES PAYMENTS,HMS,Department of Human Services,Operating,N,2027,31542000.0,,,,Human Services,,,Federal Funds,31.542,False,0.14,0.66,15,94,
HMS305,CASH SUPPORT FOR CHILD CARE,HMS,Department of Human Services,Operating,A,2027,57811811.0,,,,Human Services,,,General Funds,57.811811,False,0.26,1.21,9,55,
HMS305,CASH SUPPORT FOR CHILD CARE,HMS,Department of Human Services,Operating,N,2027,69565754.0,,,,Human Services,,,Federal Funds,69.565754,False,0.32,1.46,8,48,
HMS401,HEALTH CARE PAYMENTS,HMS,Department of Human Services,Operating,A,2027,1031466906.0,,,,Human Services,,,General Funds,1031.466906,False,4.7,21.6,2,3,
HMS401,HEALTH CARE PAYMENTS,HMS,Department of Human Services,Operating,B,2027,230000000.0,,,,Human Services,,,Special Funds,230.0,False,1.05,4.82,3,21,
HMS401,HEALTH CARE PAYMENTS,HMS,Department of Human Services,Operating,N,2027,2291497122.0,,,,Human Services,,,Federal Funds,2291.497122,False,10.45,47.99,1,1,
HMS401,HEALTH CARE PAYMENTS,HMS,Department of Human Services,Operating,U,2027,6781921.0,,,,Human Services,,,Interdepartmental Transfers,6.781921,False,0.03,0.14,37,245,
HMS401,HEALTH CARE PAYMENTS,HMS,Department of Human Services,Operating,P,2027,15798564.0,,,,Human Services,,,Other Federal Funds,15.798564,False,0.07,0.33,28,163,
HMS501,IN-COMMUNITY YOUTH PROGRAMS,HMS,Department of Human Services,Operating,A,2027,10800451.0,18.5,,,Human Services,,,General Funds,10.800451,False,0.05,0.23,32,193,583808.0
HMS501,IN-COMMUNITY YOUTH PROGRAMS,HMS,Department of Human Services,Operating,N,2027,1534135.0,0.5,,,Human Services,,,Federal Funds,1.534135,False,0.01,0.03,51,425,3068270.0
HMS503,HAWAII YOUTH CORRECTIONAL FACILITY (HYCF),HMS,Department of Human Services,Operating,A,2027,9992933.0,90.0,,,Human Services,,,General Funds,9.992933,False,0.05,0.21,33,201,111033.0
HMS555,OFFICE OF WELLNESS AND RESILIENCE,HMS,Department of Human Services,Operating,A,2027,1346000.0,12.0,,,Human Services,,,General Funds,1.346,False,0.01,0.03,52,433,112167.0
HMS601,ADULT PROTECTIVE AND COMMUNITY SERVICES,HMS,Department of Human Services,Operating,A,2027,6875326.0,69.48,,,Human Services,,,General Funds,6.875326,False,0.03,0.14,36,242,98954.0
HMS601,ADULT PROTECTIVE AND COMMUNITY SERVICES,HMS,Department of Human Services,Operating,N,2027,838010.0,7.02,,,Human Services,,,Federal Funds,0.83801,False,0.0,0.02,55,478,119375.0
HMS601,ADULT PROTECTIVE AND COMMUNITY SERVICES,HMS,Department of Human Services,Operating,R,2027,10000.0,7.02,,,Human Services,,,Private Contributions,0.01,False,0.0,0.0,64,579,1425.0
HMS601,ADULT PROTECTIVE AND COMMUNITY SERVICES,HMS,Department of Human Services,Operating,U,2027,387560.0,7.02,,,Human Services,,,Interdepartmental Transfers,0.38756,False,0.0,0.01,61,521,55208.0
HMS601,ADULT PROTECTIVE AND COMMUNITY SERVICES,HMS,Department of Human Services,Operating,P,2027,1321390.0,7.02,,,Human Services,,,Other Federal Funds,1.32139,False,0.01,0.03,53,436,188232.0
HMS605,COMMUNITY-BASED RESIDENTIAL & MEDICAID FACILITY SUPPORT,HMS,Department of Human Services,Operating,A,2027,17810955.0,,,,Human Services,,,General Funds,17.810955,False,0.08,0.37,25,149,
HMS777,OFFICE ON HOMELESSNESS AND HOUSING SOLUTIONS,HMS,Department of Human Services,Operating,A,2027,611040.0,8.0,,,Human Services,,,General Funds,0.61104,False,0.0,0.01,57,497,76380.0
HMS777,OFFICE ON HOMELESSNESS AND HOUSING SOLUTIONS,HMS,Department of Human Services,Capital Improvement,C,2027,13000000.0,8.0,,,Human Services,,,General Obligation Bond Fund,13.0,True,0.06,0.27,31,178,1625000.0
HMS802,VOCATIONAL REHABILITATION,HMS,Department of Human Services,Operating,A,2027,6138995.0,38.73,,,Employment,,,General Funds,6.138995,False,0.03,0.13,38,260,158507.0
HMS802,VOCATIONAL REHABILITATION,HMS,Department of Human Services,Operating,N,2027,19176876.0,73.27,,,Employment,,,Federal Funds,19.176876,False,0.09,0.4,24,143,261729.0
HMS802,VOCATIONAL REHABILITATION,HMS,Department of Human Services,Operating,W,2027,2000000.0,73.27,,,Employment,,,Revolving Funds,2.0,False,0.01,0.04,49,407,27296.0
HMS888,COMMISSION ON THE STATUS OF WOMEN,HMS,Department of Human Services,Operating,A,2027,184462.0,1.0,,,Individual Rights,,,General Funds,0.184462,False,0.0,0.0,62,547,184462.0
HMS901,GENERAL SUPPORT FOR SOCIAL SERVICES,HMS,Department of Human Services,Operating,A,2027,3487230.0,33.5,,,Human Services,,,General Funds,3.48723,False,0.02,0.07,44,342,104096.0
HMS901,GENERAL SUPPORT FOR SOCIAL SERVICES,HMS,Department of Human Services,Operating,N,2027,3246986.0,9.5,,,Human Services,,,Federal Funds,3.246986,False,0.01,0.07,45,350,341788.0
HMS902,GENERAL SUPPORT FOR HEALTH CARE PAYMENTS,HMS,Department of Human Services,Operating,A,2027,16133771.0,137.0,,,Human Services,,,General Funds,16.133771,False,0.07,0.34,27,159,117765.0
HMS902,GENERAL SUPPORT FOR HEALTH CARE PAYMENTS,HMS,Department of Human Services,Operating,B,2027,30104367.0,0.87,,,Human Services,,,Special Funds,30.104367,False,0.14,0.63,16,96,34602721.0
HMS902,GENERAL SUPPORT FOR HEALTH CARE PAYMENTS,HMS,Department of Human Services,Operating,N,2027,96345000.0,145.63,,,Human Services,,,Federal Funds,96.345,False,0.44,2.02,5,38,661574.0
HMS902,GENERAL SUPPORT FOR HEALTH CARE PAYMENTS,HMS,Department of Human Services,Operating,P,2027,1200000.0,145.63,,,Human Services,,,Other Federal Funds,1.2,False,0.01,0.03,54,443,8240.0
HMS903,GENERAL SUPPORT FOR SELF-SUFFICIENCY SERVICES,HMS,Department of Human Services,Operating,A,2027,48604950.0,51.3,,,Human Services,,,General Funds,48.60495,False,0.22,1.02,12,65,947465.0
HMS903,GENERAL SUPPORT FOR SELF-SUFFICIENCY SERVICES,HMS,Department of Human Services,Operating,N,2027,95418155.0,46.7,,,Human Services,,,Federal Funds,95.418155,False,0.44,2.0,6,39,2043215.0
HMS903,GENERAL SUPPORT FOR SELF-SUFFICIENCY SERVICES,HMS,Department of Human Services,Operating,P,2027,19560000.0,46.7,,,Human Services,,,Other Federal Funds,19.56,False,0.09,0.41,23,142,418844.0
HMS904,GENERAL ADMINISTRATION - DHS,HMS,Department of Human Services,Operating,A,2027,14292045.0,151.59,,,Human Services,,,General Funds,14.292045,False,0.07,0.3,29,169,94281.0
HMS904,GENERAL ADMINISTRATION - DHS,HMS,Department of Human Services,Operating,N,2027,4788768.0,31.41,,,Human Services,,,Federal Funds,4.788768,False,0.02,0.1,41,298,152460.0
HRD102,"WORKFORCE ATTRACTION, SELECTION, CLASSIFICATION, AND EFFECTIVENESS",HRD,Department of Human Resources Development,Operating,A,2027,27649629.0,89.0,,,Government Operations,,,General Funds,27.649629,False,0.13,76.21,1,105,310670.0
HRD102,"WORKFORCE ATTRACTION, SELECTION, CLASSIFICATION, AND EFFECTIVENESS",HRD,Department of Human Resources Development,Operating,B,2027,700000.0,89.0,,,Government Operations,,,Special Funds,0.7,False,0.0,1.93,4,493,7865.0
HRD102,"WORKFORCE ATTRACTION, SELECTION, CLASSIFICATION, AND EFFECTIVENESS",HRD,Department of Human Resources Development,Operating,U,2027,5178161.0,2.0,,,Government Operations,,,Interdepartmental Transfers,5.178161,False,0.02,14.27,2,281,2589080.0
HRD191,SUPPORTING SERVICES – HUMAN RESOURCES DEVELOPMENT,HRD,Department of Human Resources Development,Operating,A,2027,2750816.0,12.0,,,Government Operations,,,General Funds,2.750816,False,0.01,7.58,3,367,229235.0
HTH100,COMMUNICABLE DISEASE AND PUBLIC HEALTH NURSING,HTH,Department of Health,Operating,A,2027,33067876.0,236.87,,,Health,,,General Funds,33.067876,False,0.15,1.42,16,90,139603.0
HTH100,COMMUNICABLE DISEASE AND PUBLIC HEALTH NURSING,HTH,Department of Health,Operating,N,2027,8827137.0,236.87,,,Health,,,Federal Funds,8.827137,False,0.04,0.38,33,215,37266.0
HTH100,COMMUNICABLE DISEASE AND PUBLIC HEALTH NURSING,HTH,Department of Health,Operating,U,2027,637849.0,3.0,,,Health,,,Interdepartmental Transfers,0.637849,False,0.0,0.03,73,495,212616.0
HTH100,COMMUNICABLE DISEASE AND PUBLIC HEALTH NURSING,HTH,Department of Health,Operating,P,2027,5311894.0,11.0,,,Health,,,Other Federal Funds,5.311894,False,0.02,0.23,42,274,482899.0
HTH131,DISEASE OUTBREAK CONTROL,HTH,Department of Health,Operating,A,2027,2604086.0,26.6,,,Health,,,General Funds,2.604086,False,0.01,0.11,56,372,97898.0
HTH131,DISEASE OUTBREAK CONTROL,HTH,Department of Health,Operating,N,2027,3705177.0,20.4,,,Health,,,Federal Funds,3.705177,False,0.02,0.16,51,333,181626.0
HTH131,DISEASE OUTBREAK CONTROL,HTH,Department of Health,Operating,P,2027,9378970.0,1.0,,,Health,,,Other Federal Funds,9.37897,False,0.04,0.4,29,206,9378970.0
HTH210,HAWAII HEALTH SYSTEMS CORPORATION – CORPORATE OFFICE,HTH,Department of Health,Operating,B,2027,17509280.0,54.5,,,Health,,,Special Funds,17.50928,False,0.08,0.75,21,152,321271.0
HTH211,KAHUKU HOSPITAL,HTH,Department of Health,Operating,A,2027,2032500.0,,,,Health,,,General Funds,2.0325,False,0.01,0.09,64,404,
HTH211,KAHUKU HOSPITAL,HTH,Department of Health,Capital Improvement,C,2027,5000000.0,,,,Health,,,General Obligation Bond Fund,5.0,True,0.02,0.21,45,287,
HTH212,HAWAII HEALTH SYSTEMS CORPORATION –  REGIONS,HTH,Department of Health,Operating,A,2027,199816303.0,,,,Health,,,General Funds,199.816303,False,0.91,8.59,3,24,
