county,department_code,department_name,section,fund_name,fund_category,fiscal_year,amount,program_name,positions,source
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,500000.0,‘Anini Bridge #2 Replacement,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,24000.0,Culvert Assessment,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,20040.0,Expansion of Bus Facility,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,24005.0,Halekō Road Improvements,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,24010.0,Hanalei District Culvert Upgrades and Repairs,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,275627.0,Hanapēpē Bridge Reconstruction (County Match),,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,12067.0,Hanapēpē Road Resurfacing (County Match),,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,1750000.0,Ho‘olako Street Drainage System,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,900000.0,Kamalu Road Improvements,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,215615.0,Kapahi Bridge Repairs,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,667134.0,Kapahi Bridge Replacement (County Match),,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,292477.0,Kaua‘i Bus Facility Expansion Project (20% Match),,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,24020.0,Kawaihau District Culvert Upgrades and Repairs,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,500000.0,Kawaihau Road Improvements,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,24035.0,Kīlauea Access Road,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,1800000.0,Kīlauea/Kolo Road,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,700000.0,Kīpū Bridge Repairs,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,24045.0,Kōloa District Culvert Upgrades and Repairs,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,429000.0,Līhu‘e Culvert Repairs,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,5724807.0,Minor Bridge Upgrades & Repairs,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,300000.0,Moi Road Sidewalks,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,24055.0,Po‘ipū Road Safety and Mobility Project,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,2122.0,Realignment Ke Ala Hele Makalae,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
kauai,g-e-tax-fund,G.E. Tax Fund,Capital Improvement,G.E. Tax Fund,Trust & Other Funds,2026,24060.0,Waimea District Culvert Upgrades Repairs,,Kauaʻi CIP ordinance (fy2026_cip_b-2025-906)
